"","Alg12-18h","Alg12-20h","Alg12-22h","ARP6-18","ARP6-20","But18","But24","CHRA18","CHRA24","cin2-18","Cin2_16hrs","Cin2_18hrs","Cin2_20hrs","Cin2_22hrs","CIN8-18","CIN8-20","CLA4-18","CLA4-20","CLA4-22","CNB1","CTF4-16","CTF4-18","CTF4-20","CTF4-22","DEP1-18","DUN1-18","ESC1-18","Gas1","GAS1-42h","Gim3-18","GIM5-18","GIM5-20","GIM5-22","HOC1-18","KRE1-18","Leo18h","Leo24h","LGE1-19","MRC1-18","MT1448","MT1448sspH-24","MT1448sspH-45","MT1448sspH-48","MT2481","MT2481-24hours","MT2481-Camptothecin","MT2481-Cantharidin","MT2481-cyclosporine","MT2481-Fenbendazole","NUM1-18","Pac10-18","Peu18","POL32-18","PPH21","Ric1-27h","Rot2-18","SAP30-18","shm2-21","SLT2-18","SLT2-20","SLT2-22","Smi1","Swe1-18","TEP1","TOP1","WT-CAMP","WT-Ciclosporin","WT-Fen","YHR087W-18","Ypt6-27h"
"S 11211","-0.882263","1.15757","0.813411","-0.120281","-0.655686","0.0402663","0.141268","0.366006","0.207347","0.00432937","3.30852","-0.0131412","-1.08192","0.533984","-0.890085","-1.24875","-0.979203","-0.565744","0.10725","-0.950654","-1.17709","-0.81049","0.339253","0.210826","-0.227546","-1.27275","-0.0117721","1.19815","0.324454","0.714037","-1.98066","-1.68296","0.462255","-0.351189","-1.22897","0.926541","0.841173","-0.999371","0.253776","-0.644437","-0.0263393","0.305507","-0.084951","-1.46784","-0.395268","0.474891","-1.11086","0.0157148","-0.341275","-0.325371","-0.589742","-0.662263","-0.50583","0.15797","-0.383293","-0.802185","1.60983","-0.883588","-0.679078","-0.312544","-0.549819","-0.124146","-0.32509","-1.48474","-1.0006","-0.374632","0.685749","-0.857493","-0.987066","-0.221397"
"S 11631","0.91606","-0.978979","-1.26083","-0.207339","0.49403","1.06209","0.0552225","0.869734","-0.0470315","-0.367807","3.30436","-0.393463","-0.724218","-0.905652","0.133903","-1.11036","-0.0454357","0.511162","0.349595","-1.19835","0.953971","-0.750476","-0.80686","0.167381","-0.274104","1.41157","-0.659316","-0.600954","-0.425508","0.295441","3.44614","-0.924953","-0.722943","0.03355","-0.537824","1.22264","0.346486","0.479188","0.145133","-1.8729","-0.0298446","0.0121826","-0.0716624","0.228465","-1.48222","-0.718909","-0.383869","-0.860287","0.333961","-0.318152","0.947535","1.3954","-0.536279","-0.754488","-0.185922","-0.601843","-1.76305","-1.14211","-0.0525205","-0.261686","-1.18639","-1.20557","-0.451118","-1.03822","-0.925399","-0.727802","-1.17575","-0.0284115","0.437712","0.0877634"
"S 12037","0.0418686","-2.24495","-2.41482","-0.609947","-0.10886","0.616812","-0.307347","0.494822","-0.427612","-1.58912","0.29324","-1.63245","-1.20499","-2.06392","-0.369137","-1.05169","0.202339","-0.306796","0.178494","-0.771105","0.686782","-0.620722","-0.013048","0.00981446","-0.719901","0.78708","-0.294348","-0.186974","-0.550087","0.666964","1.70114","0.621672","-1.04384","0.435994","-0.569463","0.975726","0.0455449","0.461357","-0.533893","-0.834329","-0.0183488","-0.0464738","0.134603","0.586946","0.273771","0.449043","0.223715","-0.126915","0.118567","-0.368932","-0.52392","0.432417","-0.249958","-0.0872376","0.559521","-0.360175","-1.27772","-0.267413","-0.133216","-0.131187","-1.09143","-0.50447","-0.20549","-0.160695","-0.541175","-1.42167","0.0987348","-0.182843","0.434139","0.411718"
"S 12245","0.75551","-0.209905","-0.0386845","-0.266946","0.165527","0.000588468","0.266432","0.2906","-0.214604","-0.550005","1.11318","-0.57687","0.2118","-0.110841","0.0941862","-0.046459","-0.51904","-0.427776","-0.597305","0.48867","0.64587","-0.000557648","0.528581","0.195106","0.77825","0.841953","0.277897","-0.485408","-0.121821","0.561319","1.43297","1.28452","0.127557","-0.0906613","0.0356267","0.434844","0.557393","0.00971208","1.1337","0.455527","0.0158917","-0.0139926","-0.042279","-0.0543372","-0.848265","-0.190116","0.756094","0.316676","-0.6361","-0.254254","1.40061","-0.155856","-0.125417","0.103098","-1.13505","0.773652","-0.854901","0.950727","0.0340239","0.406192","-0.571338","-0.7779","0.21199","-0.0945335","-0.938722","0.619631","0.024973","-0.246418","0.905877","-1.58993"
"S 12653","-33.0585","-48.7977","-52.7656","-17.0069","-45.9421","-8.19955","-35.2303","-5.60759","-21.7153","-40.8391","-26.0314","-41.4764","-55.4469","-56.5251","-41.4546","-59.9034","-23.4654","-49.9677","-55.6644","-54.5436","-9.26628","-10.9898","-25.149","-38.0261","-55.7366","-37.2499","-68.9614","-10.9601","-44.7775","-50.1471","-28.5026","-44.9639","-57.7253","-34.7434","-66.5025","-5.89655","-27.5436","-21.3281","-42.7721","-43.9242","-0.344367","-0.417744","-0.533707","-28.174","-0.117113","-24.5584","-60.1025","-50.7926","-16.8822","-19.219","-10.7983","-12.7441","-47.3876","-49.3857","-18.1417","-53.8252","-42.2069","-59.3344","-11.8911","-34.0123","-49.3403","-61.0073","-57.5137","-43.7005","-13.7738","-51.0215","-46.6231","-43.6737","-41.6936","-20.5822"
"S 12912","-28.0402","-37.0348","-31.5932","-14.3483","-37.2071","-7.68595","-32.4175","-5.34909","-20.1914","-35.1634","-21.9666","-35.7122","-41.1009","-35.7727","-20.5568","-15.054","-17.0158","-29.331","-17.8782","-45.0868","-8.31112","-10.0807","-22.9854","-34.0688","-32.4861","-21.1667","-17.05","-9.66094","-7.89315","-28.732","-19.8398","-29.7984","-28.718","-12.0665","-17.161","-5.49056","-24.9758","-16.8996","-10.6403","-12.7591","-0.05905","-0.106721","-0.114924","-21.179","-0.781105","-21.3555","-15.0465","-35.8369","-12.5881","-8.81927","-11.2262","-12.053","-28.8443","-32.0798","-13.989","-32.5805","-23.7217","-4.11256","-11.2107","-31.818","-45.0601","-16.807","-32.8023","-14.0081","-10.9066","-18.3016","-23.6783","-25.8665","-20.9373","-14.1025"
"S 13213","0.153184","0.882911","0.216546","0.195405","0.703501","0.248271","0.961354","0.276895","0.77125","0.115408","0.665556","0.0986335","0.481956","0.908839","-0.675106","-0.105788","0.0992664","-0.133703","-0.609435","0.653633","-0.195412","0.0284317","1.15418","-0.332804","0.229093","0.178774","0.912665","-0.0664744","-0.225961","0.443929","-1.07755","-1.10137","1.23144","1.12918","-0.421679","0.462995","1.02898","-0.0471137","0.855103","0.682735","-0.011406","-0.0431896","-0.0063996","-0.361813","0.65522","1.15209","0.991311","0.524545","-0.229387","-0.282688","0.591906","-0.140037","-0.191449","1.16568","0.973639","0.261508","1.45982","0.656189","0.164831","0.793033","0.613548","0.085329","0.869033","0.307512","-0.549469","0.0767774","0.88765","-0.275607","0.567031","0.522717"
"S 13835","-1.44378","-0.469536","-1.11562","-1.92946","-0.498771","-0.268932","-0.0374609","0.440512","0.470246","-1.83542","-4.29619","-1.88082","-1.34594","-0.934393","-2.91706","-2.25168","-2.18718","-2.05534","-2.8965","-1.12488","-0.98726","-0.924726","-0.924031","-1.50288","-0.750347","-2.4511","-0.862092","-1.20581","-2.80464","-2.63817","-4.46787","-5.72682","-1.85202","-0.644087","-1.84093","0.298807","1.2654","-2.5659","-0.875017","-1.03236","-0.0114215","-0.0215218","-0.0209213","-2.94868","-1.30146","-2.54407","-1.10639","-0.773244","-3.27242","-0.666949","-1.3385","-0.293425","-1.48782","-1.58757","-1.6508","-1.33321","-0.821911","-0.764909","-2.56289","-3.96706","-2.49836","-1.90648","-1.58016","-2.80579","-3.71985","-0.821179","-1.45098","-2.36473","-0.47729","-1.09946"
"S 14246","-0.856148","0.45811","0.198368","2.42276","-1.78421","-1.91611","-0.716797","-0.438966","-0.0197143","0.343192","2.90276","0.33022","-0.630467","0.897074","0.990048","-0.494454","-1.08123","-0.137326","-0.0147691","-0.706124","-1.87756","-1.15783","-0.904864","-0.30855","-0.0688195","-2.07237","-0.382721","1.24601","0.753496","-0.183334","0.124635","0.483295","0.000932173","-0.544953","-0.22122","-0.228311","0.0463637","-0.0395493","-0.633791","-0.776107","-0.0186054","-0.00417887","0.0121212","-2.14418","-0.504838","0.246807","-0.468607","-0.495197","-0.237833","-0.105688","-1.08439","-2.08596","0.0675368","-0.557021","-0.284426","-0.430263","1.46012","-1.73645","0.58472","-0.265494","0.0735274","-0.31956","-0.460386","-0.282032","-1.20681","-0.441169","0.502516","-0.582058","-1.41864","-0.181086"
"S 14316","0.931546","-0.374367","-1.02719","-0.258731","0.160265","1.08718","0.085486","0.0653296","0.0309409","-0.137563","-0.571624","-0.277825","-0.679482","-0.846254","0.308332","-0.109437","-0.643734","0.175651","0.13163","-1.13671","-0.400211","-0.403706","-0.778602","-0.651493","-0.272792","0.837168","-0.233275","-1.03933","-0.244166","0.678536","1.30541","-0.787784","-0.485609","-0.390295","-0.0756844","0.948919","0.394022","0.495838","-0.123745","-1.69193","-0.0409828","-0.0488749","-0.0453434","-0.515219","-1.04894","-0.780425","-0.821471","-0.725736","1.04361","0.239259","-0.480894","0.964148","-0.577055","-1.20398","-0.866245","-0.607375","-0.712059","-1.0573","-0.137956","-0.0766145","-0.993526","-2.4524","0.052345","-0.933394","-0.894979","0.193129","-0.384956","-0.407374","0.334698","-0.531186"
"S 14637","0.03403","-0.0962299","-0.299357","-0.519173","-0.0419337","0.160176","0.158652","-0.391798","-0.00294765","-0.154221","1.86661","-0.16706","-0.310231","-0.439828","0.232295","0.17159","-0.131532","-0.149425","-0.160089","-0.000504943","-0.175387","-0.262514","-0.112523","-0.093503","0.45936","0.430092","-0.519815","-1.0594","-0.444846","-0.0551266","0.494655","0.140464","0.136845","0.205763","0.322991","0.227213","0.117323","0.0530379","-1.02565","0.0438656","-0.00959035","-0.0223641","-0.0189365","0.429367","0.313551","0.143827","0.132107","0.703478","1.25544","0.0250629","0.452671","0.25882","-0.243717","0.00552924","-0.549293","-0.283469","-0.324839","-0.543355","-0.0226815","0.301685","0.216876","0.401002","-0.683907","-0.144549","-0.179888","-0.0712582","-0.23175","0.199265","0.542266","-1.02148"
"S 14896","-1.49353","-0.125031","-0.0825998","-6.03168","-10.414","-1.91249","-2.62111","-1.94809","-2.31759","0.0520586","-5.84008","-1.75818","0.873773","0.532817","-0.594269","-0.345239","-1.72202","-0.556774","-0.0385552","-5.07062","-2.12401","-1.67421","-0.758415","-0.466182","-1.46305","-0.405711","-1.74065","1.91919","0.0559887","-1.84674","-2.36101","-0.707261","-0.278819","-1.73533","-1.28219","-1.57293","-3.38071","-2.39406","-2.55104","-0.949794","-0.0240075","-0.0387571","-0.00599444","-2.2285","-0.153587","-1.7613","-1.56964","-2.83493","-8.63668","-2.05369","-4.34857","-2.06022","-0.55347","-0.509065","-13.5508","-1.11292","-4.8917","-1.87198","-3.64811","-6.77935","-0.58629","1.26407","-1.04228","-1.16877","-9.53626","-1.32544","-3.84089","-2.24139","-3.55229","-16.5591"
"S 15066","0.0253384","0.0405498","-0.0326076","0.208879","0.329265","0.027079","0.0694962","-0.523404","0.0140568","-4.68898","-0.658507","0.186318","-0.180983","-0.0053359","-0.21092","-0.354819","0.271391","-0.841106","-0.655749","0.551041","0.0632943","0.106596","0.590741","1.17805","-0.0789731","-0.633948","-0.0995044","-0.0760979","0.497133","-0.504625","-0.621053","-0.0438074","-0.203634","0.209102","-0.419447","0.303466","0.028132","-1.0791","-0.441531","0.326225","0.03647","0.110962","0.395454","0.712288","0.144293","0.36764","0.287326","-0.0587244","1.41893","-1.54373","-0.560654","-0.092144","-0.236352","0.27514","-0.316865","0.231939","-0.770535","-0.107058","0.447758","0.397563","0.229828","-0.60581","-0.209777","0.466556","0.0299398","-0.160847","0.357191","0.104078","-0.0536895","-0.718804"
"S 15252","0.0223719","-0.114988","0.136334","-0.377497","-0.0272235","0.544938","0.0122549","0.229363","0.500816","0.482116","2.04074","0.053","-0.0875552","0.222309","-0.181861","-0.414725","0.167154","0.0714132","-0.420773","0.298614","0.111136","0.289855","0.544769","1.08786","-0.388613","-1.06032","-0.118725","-0.180789","-0.236886","-0.909035","-0.789746","-0.257751","-0.745104","0.813422","-0.143165","0.529979","0.651503","-1.06261","-0.116749","0.00870885","-0.0164773","-0.0441466","0.0786728","0.164404","-0.348728","0.669405","0.112544","-0.209553","1.61629","-0.160882","-0.681511","-0.0227239","-0.10619","0.041589","0.620286","-0.0555322","0.041596","0.0716829","0.548273","0.305044","-0.576734","1.35733","0.608539","0.187749","0.256419","-0.19954","0.397719","0.147875","-0.518475","0.266465"
"S 15337","0.0778993","0.18948","0.310987","0.31892","0.790705","0.591866","0.604513","0.141434","0.540597","1.18271","-0.716155","0.664186","-0.193271","0.532618","-0.0233699","0.451014","1.14334","0.407625","0.107285","0.653098","0.317591","0.46802","1.00441","1.53411","0.349081","-0.607854","0.196236","-0.268585","0.440166","0.185467","-0.642886","0.242713","0.312106","1.61092","-0.421489","0.890032","0.677154","-0.548469","1.18318","0.55849","-0.0165584","-0.038148","0.183164","1.1085","12.7436","1.10308","0.801349","0.381965","2.25318","-1.05532","-0.123595","0.225548","0.721959","0.450897","0.865952","0.491471","0.353601","0.415048","0.894999","0.79383","0.981733","1.33469","0.530705","0.577275","0.517251","-0.172366","0.613717","0.186061","0.433294","0.760051"
"SB 00542","-9.87765","-7.0507","-2.86876","-12.3277","-31.2101","-5.17866","-18.1999","-4.89811","-17.2545","-5.8301","-9.91697","-9.21739","-2.46402","-2.29245","-9.33098","-2.3976","-7.6738","-12.6839","-6.36853","-13.2941","-5.84004","-5.8351","-5.2556","-2.27493","-6.05723","-2.85508","-3.70694","-6.90158","-2.96883","-5.00537","-7.37245","-9.08353","-2.51478","-8.54416","-4.74485","-4.72107","-20.096","-7.62051","-5.58207","-6.30385","-0.0250146","-0.00910383","-0.141383","-13.251","-1.13185","-18.2924","-4.63199","-7.97586","-3.67318","-1.89888","-7.91475","-7.81646","-3.5621","-6.58477","-12.3212","-7.24505","-3.62712","-4.84479","-8.46686","-21.8258","-24.2574","-2.6323","-3.68319","-4.3193","-3.48701","-7.67114","-7.86633","-9.40459","-7.72834","-15.0154"
"SB 00622","-1.08209","-1.3082","-0.537805","-0.500741","-0.671563","-2.00132","-2.51549","-2.9415","-5.10435","-0.598949","5.71469","-0.164046","-2.45694","-1.55846","-0.987144","-2.10066","-0.808237","0.071003","-0.383671","-0.787414","-0.750395","-0.250052","-0.468614","-0.67838","-1.4769","-3.65149","-3.36796","0.649896","-1.10674","-1.13753","-1.6598","-0.650697","-0.951408","-1.08311","-2.14614","-1.5442","-3.87496","-0.618318","-0.24108","-1.78484","-0.0450139","0.0212418","-0.112035","-0.307193","-1.92714","-0.282842","-0.0219359","-1.62304","0.542878","0.0873984","-3.18496","-3.14864","-0.892634","-1.24744","-1.69444","-3.40516","0.371194","-4.24206","-0.233828","-0.277968","-1.36147","3.11585","-2.29797","-0.712019","0.350527","-0.472852","-0.577926","-0.624653","-3.43447","-2.00115"
"SEW 00050","-0.418169","-0.811495","-2.35268","-2.54912","-4.22563","-0.474473","-0.851796","-1.61855","-1.11365","-1.93808","-2.58946","-1.03994","-1.37323","-1.5706","0.117434","-0.782836","-1.35022","-1.06076","-1.4176","-2.2327","-1.63463","-1.92551","-1.47391","-1.68381","-0.41937","0.89479","-2.16298","-2.38113","-2.0892","0.146643","1.18885","-1.37932","-1.91039","-2.36539","-0.992511","-0.595069","-1.63058","-0.363088","-1.1417","-2.8799","-0.0416374","-0.0794692","-0.0430271","-1.73889","-1.02427","-16.3248","-1.75963","-1.19693","-3.33368","-1.47535","-1.06601","-0.589158","-0.877154","-2.12371","-0.558231","-1.24937","-1.01186","-2.81336","-1.55082","-3.14827","-2.28989","-3.5822","-1.16934","-1.64038","-2.37803","-0.806217","-3.14217","-1.21296","-1.3388","-1.23864"
"SEW 00146","1.13336","0.862947","0.172743","0.422839","1.36739","1.18274","0.626331","0.11179","0.368196","-0.501178","1.97158","0.592876","-0.064615","-0.0638692","0.31901","0.786769","0.936475","0.737525","1.40459","1.10382","0.736425","0.18081","0.347497","0.473715","0.77219","1.49978","0.162885","-0.123418","0.435259","0.607955","2.29198","1.4712","0.799946","0.334451","1.08422","1.52883","0.65333","1.75993","-0.0175689","0.67997","0.14456","0.118897","0.324861","1.56703","0.350213","0.923151","0.618298","1.42765","4.15777","0.676089","0.443195","1.14637","0.490911","0.512178","0.564934","0.73119","-0.324844","0.151502","1.25828","0.859687","1.01131","0.946251","0.319463","0.897783","0.600639","0.982788","0.730235","1.32035","0.887814","0.0887908"
"SEW 00371","-11.6929","-10.3801","-2.73775","-9.3419","-25.7032","-3.01857","-4.81672","-4.63318","-13.9075","-0.114689","-9.04357","-8.29057","0.617883","0.330173","-3.05446","1.51479","-6.26754","-10.3848","-6.41286","-27.4248","-3.38823","-3.59948","-2.82778","-1.67103","1.37354","-1.11737","1.06422","-5.7295","-0.353149","-0.561204","-5.12963","-5.65659","-0.251154","0.477952","2.55253","-4.54115","-17.7188","0.79826","0.412719","-16.6032","0.00750598","0.00920909","0.0315315","-20.3693","-1.68406","-4.622","-14.9855","-28.6613","-7.42363","0.731665","0.794342","-7.10497","0.471971","-1.89902","-9.28177","0.937312","0.344497","0.648003","-2.74914","-6.34198","-0.242637","-1.0974","0.740232","-5.44784","-12.2901","-31.3997","-28.8182","-34.7271","2.18253","-6.59081"
"SEW 00718","0.338934","0.542111","0.30546","1.01329","1.17517","0.645024","0.453205","0.177027","0.535591","0.0954629","0.918931","0.294719","0.223737","0.436821","0.880529","0.448051","0.772668","1.01795","0.582741","1.03492","0.580721","0.485652","0.610057","0.880622","-0.269286","0.149266","-0.824489","0.125223","0.643898","0.441337","0.976909","0.977951","0.66675","-0.468661","-0.390077","0.917603","0.362371","-0.701442","-0.0997617","1.26797","0.0359759","0.0215152","-0.0500981","1.37334","1.84046","0.819378","0.461527","0.759122","4.23346","-0.887687","-0.0651382","0.741573","0.302799","0.514257","-0.677622","-0.0389471","-1.09898","-0.816754","1.06659","0.671113","0.529919","-0.0678142","0.127897","0.511462","1.10014","0.66661","0.36203","1.29002","0.412552","-1.00613"
"SEW 00806","0.933885","0.488356","0.558455","0.699011","1.25272","0.0484789","-1.7156","0.325361","0.744901","0.691374","3.08131","1.07292","0.100853","0.840975","1.29248","0.625409","1.81547","-0.0302594","-0.134677","0.954207","0.73235","0.7134","0.826443","1.40861","0.512027","-0.246665","0.379676","0.192949","0.807919","-0.430641","1.14989","1.50135","1.04644","0.0854227","0.423661","1.17237","0.919244","-0.444757","0.796654","0.728947","-0.0171653","0.0191786","0.305458","1.25173","0.8363","1.05157","0.426772","0.232639","4.09913","-0.904513","0.303773","0.735241","-1.68259","0.494447","0.859121","0.184768","0.489077","0.0307352","1.89509","0.908528","0.178294","-0.531775","0.769493","0.683998","1.1125","0.76041","0.720164","1.58083","0.399983","0.322579"
"SEW 01003","-6.67654","-4.19563","-0.306143","-14.529","-40.8277","-3.66216","-7.76786","-4.53695","-15.0601","0.923678","-3.21506","-5.67555","-0.289264","-0.110524","-8.59296","-2.09624","-8.4731","-14.9059","-6.7622","-7.64944","-3.89577","-3.693","-3.0119","-2.21649","-4.63987","-1.10078","-0.0611545","-5.70256","-5.32777","-2.0863","-7.30983","-9.74745","-2.85246","1.65656","2.60213","-4.42803","-21.6502","-3.47075","-1.09082","-4.57036","-0.0340579","-0.0695277","-0.113036","-12.7647","-1.87225","-10.7759","-7.51047","-7.83275","-10.338","-0.170243","-0.683937","-4.8033","-0.197572","-0.425805","-0.696041","-0.310735","-3.71576","-0.223336","-5.07509","-13.1593","-9.74355","-0.00647513","-1.1484","-2.58985","-10.0631","-13.4706","-12.1212","-13.821","1.83926","1.20511"
"SEW 01054","0.119691","0.391031","0.424979","0.254103","0.831202","0.509795","-0.333541","-0.0856582","0.180847","0.479168","0.049395","0.362902","-0.44987","0.568881","-0.3869","0.446083","0.319815","0.880325","0.2264","0.465547","0.484332","0.434007","0.317589","0.672251","-0.127237","-0.655243","0.337087","0.203848","-0.607792","0.0674519","-0.215853","0.2638","0.472655","0.715867","0.466005","0.739862","0.351463","-0.983527","1.00363","0.14745","0.0377779","-0.0303321","-0.0282567","0.582523","-1.1685","0.886423","0.364434","0.315163","4.30784","-0.566098","0.230054","-0.423061","0.502137","0.259532","0.531157","-0.683043","1.39742","0.120677","1.04553","0.906025","-0.22119","-0.635123","1.31251","-0.00304464","1.03993","0.459002","1.20246","0.714186","-0.292275","0.2881"
"SEW 01270","-0.869511","-0.685032","-0.329899","-4.63058","-8.66326","0.806169","-0.120723","-0.389841","-0.498005","0.380802","4.95406","-1.17391","-2.69179","-2.10529","-1.76952","-1.69168","-3.05181","-2.31505","-1.80965","-1.85665","-3.56502","-2.76317","-1.45942","-1.61483","-2.11173","-3.7585","-2.72804","1.75369","-0.116216","-2.02953","-2.99984","-2.87952","-1.58636","-1.66659","-2.85158","1.5892","0.097709","-1.79923","-0.336931","-1.29636","-0.0442726","-0.123406","0.113972","-1.27966","-2.15386","-0.886046","-0.251476","-1.51657","5.2357","0.184729","-2.31862","-0.464147","-1.14422","-0.847104","-3.06535","-3.90464","0.234033","-4.26412","-6.53534","-14.9866","-11.9314","2.5933","-3.10044","-1.49077","-1.89332","-0.619212","-0.61793","-1.14365","-2.56679","-2.38355"
"SEW 01371","2.95732","0.886163","-0.512417","1.0188","1.21838","2.05846","0.517203","0.31439","0.4372","-0.269659","0.311138","1.69756","0.578547","0.0411893","1.91393","0.92737","0.783193","0.641211","1.03182","-0.204678","1.31027","-0.0252711","0.225654","0.401672","1.27527","1.83668","-0.0540977","-0.255352","0.156988","1.28238","4.06322","0.626815","-0.0325113","0.2274","0.699772","2.31556","0.704481","0.842847","0.160791","-1.14688","-0.0470041","-0.0236392","0.0781785","1.37318","-1.81967","0.312735","-0.499169","0.0835107","4.53997","-0.573337","2.16997","2.1254","-0.0513762","-0.359585","-0.184017","-0.146886","0.237085","-0.332114","1.31999","0.246406","-0.255694","-0.937256","0.737593","-0.146691","1.01077","1.06684","0.268166","1.22208","1.04369","-0.0777736"
"SEW 01541","-6.01813","-2.88976","-2.80779","-10.3005","-27.637","-7.21626","-33.8281","-5.38095","-21.2924","-9.29279","-8.38354","-7.86041","-0.730354","-1.99397","-2.87588","-3.77138","-4.28832","-5.14929","-3.15435","-4.32627","-6.72216","-8.49791","-15.9782","-18.0715","-2.58285","0.449488","-2.71325","-7.30854","-5.28363","-0.754837","-1.79115","-2.11643","-3.71338","-0.740633","-2.85371","-5.40177","-26.9137","-0.859101","-1.23952","-1.53678","0.0943727","0.064887","-0.0345367","-16.8196","-0.66454","-9.13815","-9.89662","-21.413","-13.1721","-0.0735793","-1.53379","-12.1385","-1.12257","-1.42453","-10.1887","-1.24303","-2.58905","-2.54588","-8.92741","-25.0244","-29.7816","-3.1956","-1.96312","-0.208344","-3.9978","-3.62759","-6.4327","-5.71928","-1.80076","-10.3136"
"SEW 01715","-1.70477","-0.911011","-1.26231","-4.29528","-8.99666","-0.894007","-0.38477","-2.29042","-1.80711","-3.11659","-4.27779","-3.32921","-0.439307","-0.914731","-0.674429","-1.49231","-2.12865","-2.90551","-2.2836","-1.33596","-2.45549","-2.75665","-3.07846","-2.70297","-3.47471","0.949318","-0.15144","-4.09239","-3.97382","-0.739126","-1.18687","-1.46033","-2.14846","-1.89235","-1.07864","0.595234","0.411192","-3.54241","-0.45091","-1.07376","0.133599","0.0911189","0.0287293","-2.31202","0.850682","-14.6474","-1.32727","-3.21408","-10.3542","-0.804289","-0.817069","0.455549","-2.19214","-1.62386","-0.699813","0.574333","-3.11834","0.0744666","-3.28787","-8.1622","-2.63423","-1.94795","-0.034533","-0.634383","-2.83824","-3.44727","-3.50095","-3.07667","-0.897303","-0.766361"
"SEW 01856","-4.05484","-1.85105","-3.16572","-4.50547","-5.00556","-1.25702","0.0100205","-2.27249","-2.61565","-0.678751","-3.10281","-1.42855","-3.57651","-3.43284","-2.23906","-4.95758","-3.90451","-4.54475","-3.0552","-1.38477","-2.56428","-3.73916","-4.48845","-5.11262","-2.62447","-1.89637","-1.58161","-0.944329","-2.80118","-0.971848","-3.09296","-4.16746","-4.35175","-1.63817","-4.57676","-1.11472","-1.6258","-0.793268","-1.73217","-1.58849","-0.0512838","-0.0421357","-0.0804543","-1.03001","-0.485418","-3.45039","-0.42718","-1.11892","-1.45406","-0.408648","-2.88702","-1.30115","-1.12504","-1.33532","-1.05324","-1.44129","-1.0036","-2.1696","-3.56411","-4.10156","-2.27765","-1.37311","-2.23857","-1.12384","-4.03087","-1.48672","-2.80506","-1.68148","-1.35734","-0.852818"
"SEW 02070","0.838513","1.05895","-0.161609","-0.152363","0.105313","-1.60498","-1.04122","-3.05991","-3.57998","-0.211821","-3.75452","0.308746","0.0609793","0.276013","1.40895","-0.438237","1.4825","-0.120617","0.625658","0.686398","0.0129711","0.284936","0.130645","-0.0845513","0.0116398","0.184004","0.112048","-0.377852","-0.360026","-0.555929","0.323872","0.559376","-0.341789","-2.01889","-0.641446","-2.24784","-5.61316","-1.08633","-0.493583","0.45161","0.0513092","0.0522778","-0.0712262","-0.100458","2.77629","-0.451202","-0.286499","-0.257678","-7.61049","-1.00876","-0.30944","-2.63585","-0.283465","0.0300507","1.03052","0.251786","0.304964","-0.0913034","0.651175","0.211439","-0.253257","0.852928","0.505564","0.51862","0.946579","0.980741","-0.289769","-0.234431","-0.642486","-0.0306159"
"SEW 02215","-1.19065","-0.26077","-0.116664","-7.14051","-16.877","-2.70282","-2.48077","-3.02128","-4.1503","-0.251437","-3.6206","-2.44334","-1.21663","-1.20677","-2.65825","-2.00912","-2.52275","-3.23488","-2.11135","-1.86977","-3.49795","-3.34538","-3.47968","-3.17875","-2.96995","-2.23662","-1.35216","-0.618088","-1.20568","-6.47606","-3.42219","-4.56915","-2.67206","-0.195227","-1.01667","-1.75994","-2.96124","-0.949764","-1.56242","-0.608626","-0.0363518","-0.0425114","-0.114671","-1.73256","1.55801","-3.59572","-0.0617197","-0.526969","2.63364","-0.793877","-0.605104","-1.53542","-4.44368","-0.0416121","-4.30298","-2.10166","-0.0483975","-1.75549","-5.38378","-12.5029","-9.25901","-0.816738","-1.3393","-0.93768","-4.38992","-2.36313","-2.28266","-0.477398","-0.336197","-3.16936"
"SEW 02349","-3.8601","-2.3438","-0.906448","-4.082","-9.42911","0.331124","-0.187099","0.393871","0.624265","0.943021","0.667544","-2.6689","-0.968605","-0.582269","-2.72533","-1.12084","-1.25534","-1.4631","0.00965415","-4.04108","-1.0472","-0.990267","-0.632091","-0.767129","-1.48304","-1.59594","-1.60062","-5.76905","-0.761958","-0.871364","-2.1664","-2.88871","-0.575304","-2.94248","-1.84263","0.358316","-0.450976","-0.875701","-0.49879","-0.896474","0.0349545","-0.0420317","-0.104819","-3.72527","-0.177854","-13.5693","-2.00069","-4.16951","-4.77576","-1.83726","-3.6274","-0.501369","-0.508027","-0.605242","-2.12051","-2.89217","-0.427148","-2.92885","-7.80782","-20.1979","-21.4429","2.24192","-1.27377","-1.37228","-2.46137","-2.01659","-2.10244","-3.08277","-4.23287","-2.63319"
"SEW 02504","0.679351","-0.187243","0.541314","1.61266","1.67964","1.1536","0.259916","0.947139","0.772041","0.476786","6.19525","1.64488","-0.502337","0.33415","-0.136183","0.163272","1.22882","1.03743","0.326889","0.125851","0.666135","0.770907","0.362551","0.351765","0.627347","0.313323","1.16364","1.19527","-0.0112372","0.444788","0.121455","0.144512","0.0153822","1.11163","1.4731","1.88095","1.09951","-0.259916","1.63646","-0.301948","-0.0310905","-0.0799702","0.0786775","0.560592","-2.3093","1.03458","-0.433924","-0.220722","4.50449","-1.10689","2.55808","0.433087","0.974219","0.236906","0.77745","0.707555","0.90075","1.37239","2.03883","1.18984","-0.0219243","-1.11204","2.64717","-0.582882","1.60586","0.235406","1.54666","1.53808","0.214443","0.114643"
