,ADK1_FO12_5,ARK1_BA,ARK1_F_BA,AVO1_FO12_5,BCK1_EDBA,BCK1_FODBA,BW25113_Ecoli_FO12_5,BW25113_Ecoli_S12_5,BW25113_S27_9,CAK1_FO12_5,CBK1_FO12_5,CCL1_FO12_5,CDC14_FO12_5,CDC15_FO12_5,CDC28_FO12_5,CDC28_het_F_BA,CDC28_he_BA,cdc34_FO12_5,cdc4_FO12_5,cdc53_FO12_5,CDC5_FO12_5,CDC7_FO12_5,CKA2_BA,CKI1_BA,CKI1_F_BA,CKS1_FO12_5,CLN2_EDBA,CLN2_FODBA,DAK1_BA,DAK1_F_BA,DBF20_FO12_5,DBF2_BA,DBF2_F_BA,DBF4_FO12_5,DUN1_FO12_5,ELM1_BA,ELM1_F_BA,FAB1_BA,FAB1_F_BA,FAR1_BA,FAR1_F_BA,FCP1_FO12_5,FMP48_EDBA,FMP48_FODBA,GLC7_BA,GLC7_F_BA,HOG1_EDBA,HOG1_FODBA,HRR25_het_F_BA,HRR25_he_BA,HSL1_BA,HSL1_F_BA,ILV3_F12_9,ILV3_S12_9,IPL1_FO12_5,IRE1_EDBA,IRE1_FODBA,ISR1_FO12_5,J_WT_Gal_FO12_5,J_WT_Gluc_FO12_5,KIN28_FO12_5,KSP1_EDBA,KSP1_FODBA,KSS1_het_F_BA,KSS1_he_BA,LST8_FO12_5,MCK1_BA,MCK1_F_BA,MEC1_FO12_5,MG1655_Ecoli_FO12_5,MG1655_Ecoli_S12_5,MG1655_S27_9,MKK1_EDBA,MKK1_FODBA,MPS1_FO12_5,NNK1_FODBA,NPR1_EDBA,NPR1_FODBA,PBS2_FO12_5,pdryCG196log_FODBA,pdryCG196_FODBA,pdryCG200_FODBA,PFK27_BA,PFK27_F_BA,PFK2_BA,PFK2_F_BA,PHO85_het_F_BA,PHO85_he_BA,PKC1_FO12_5,PRR2_BA,PRR2_F_BA,RAD53_het_F_BA,RAD53_he_BA,RIO1_EDBA,RIO1_FODBA,RIO2_FODBA,SCD5_FO12_5,SCH9_F12_9,SCH9_S12_9,Sc_mata_F12_9,Sc_mata_S12_9,SDS22_FO12_5,SFP1_F12_9,SFP1_S12_9,SLN1_FO12_5,SLT2_EDBA,SLT2_FODBA,SNF1_het_F_BA,SNF1_he_BA,SSU72_FO12_5,TOR1_EDBA,TOR1_FODBA,Tor1_GFP_BA,Tor1_GFP_F_BA,TOR2_EDBA,TOR2_FODBA,Tor2_GFP_F_BA,Tor2_GF_BA,TSCII_FO12_5,WT-TB50_BA,WT-TB50_F_BA,WtandRap_BA,WtandRap_F_BA,WTScer1448log_EDBA,WTScer1448log_FODBA,WTScer1448_EDBA,WTScer1448_FODBA,WTScer1450_FODBA,WT_hetdip_FO12_5,WT_mata_FO12_5,WT_pombe_FO12_5,YCK3_BA,YNK1_BA,YNK1_F_BA,YPI1_FO12_5
RJC 03734,-1.40282,-0.453971,-0.0367172,-1.31843,0.33906,-1.07899,0.22382,-0.168757,0.170558,-2.2226,-1.28473,-1.08736,-0.969508,-1.85204,-1.29022,-0.973695,-0.0555045,0.534407,-1.36512,-1.70452,-1.79098,-1.27529,-0.651761,-0.173688,-1.4664,-1.43915,-2.61898,-1.0231,-0.541022,-1.43308,-0.602871,-0.487053,-1.0109,-1.77891,-1.51857,-0.212344,-0.840992,-0.587051,-1.66747,-0.747075,-1.42158,-0.732941,-0.0385814,-1.36906,-0.670014,-1.79924,-6.28855,-1.51562,-0.944988,0.249294,0.111359,-1.13483,-1.31935,-0.588061,-1.39376,0.204706,-1.31156,-0.555283,-2.16368,0.0911689,-1.30012,-0.491123,-0.617667,-0.98217,-0.288863,-1.40502,0.200886,-0.900293,-1.0839,0.0722028,-0.482782,-0.826608,0.0726547,-1.20987,-0.646775,-0.602243,-0.0858736,-1.5164,-1.14048,-1.37297,-2.48104,-1.67972,-0.571148,-1.24917,-0.24691,-0.743561,-1.04926,-0.308836,-0.795334,-0.531132,-1.27113,-0.879251,-0.015233,-0.476273,-0.70436,-1.21788,-0.956249,-1.06572,-0.500029,-1.33286,-0.685055,-1.2567,-1.56594,-0.490973,-0.938136,-2.13248,-0.915802,-1.51251,-0.234026,-1.39863,-0.0582656,-0.785615,-0.484441,-0.823678,-0.0834637,-1.1614,-0.77464,-1.23204,-1.20406,-0.684756,-1.40386,-3.8572,-3.77028,0.144276,-1.37574,-6.74974,-1.18695,-0.628384,-1.23626,-1.61394,0.59048,-0.745517,-0.557199,-1.34458,-1.06962
RJC 04020,-0.0986518,-7.38593,-1.48487,-0.379042,-5.85522,-3.05698,-2.47557,-0.853182,-0.612766,0.111244,0.186576,0.211142,0.32366,-0.103721,-0.0129598,-0.441986,-6.52653,-0.104796,0.392476,-0.651119,-0.00179715,-0.189161,-8.49552,-6.49744,-1.17269,-0.344783,-15.5568,-1.83227,-5.70414,-1.91068,-0.126758,-6.92544,-17.3657,-0.592582,-1.09737,-8.51672,-2.43586,-3.35669,-1.48107,-6.0452,-1.62344,-0.348102,-5.74918,-0.936095,-4.44276,-0.264289,-15.3565,-0.976214,-0.350039,-5.32497,-7.08205,-1.88163,-0.504191,-6.96125,-0.102091,-6.4964,-8.20429,-0.370688,-4.56936,-0.434509,-0.75963,-6.54109,-1.5822,-0.319767,-5.21937,-0.211787,-8.6088,-4.11414,-0.278144,-5.03661,-3.23742,-1.8151,-6.97348,-2.58576,-0.97639,-0.613897,-5.03824,-0.495113,0.100057,-1.63322,-1.30671,-0.0176472,-5.65159,-2.16209,-6.30489,-1.76318,-0.397807,-5.61003,-0.33418,-4.56998,-1.27096,-0.853242,-6.5902,-5.10615,-0.476031,-0.244399,-0.304965,-7.48026,-5.40122,-1.29828,-5.36087,-0.534008,-0.451429,-6.04203,-0.76714,-20.4942,-13.8035,-0.781378,-5.54963,-0.0933344,-4.86247,-0.338441,-2.56792,-0.190996,-5.32917,-0.204233,-0.633563,-2.14705,-0.145036,-2.93699,-0.291242,-3.12025,-3.16704,-6.63899,-2.3817,-13.3299,0.01746,0.193176,-0.384047,-1.43193,-0.0978763,-5.01609,-5.24112,-1.65082,-0.890602
RJC 04043,-0.198911,-0.404026,-1.00749,-0.706391,0.608741,-0.8592,0.431471,0.439929,0.685276,-0.421711,-0.575885,-0.203296,0.260795,-0.2188,-0.238043,-0.423701,-0.312958,-0.66781,0.195548,-0.705676,-0.432659,-0.74689,-0.743253,0.0797933,-0.355324,-0.239595,-2.16218,-1.72927,-0.677587,-1.25545,-0.17087,-0.0190605,-0.110684,-0.646761,-1.48173,-1.17521,-2.37026,-0.166498,-1.27011,-0.724101,-0.714805,-0.330336,-0.0132415,-1.65924,-0.295661,-0.705453,-2.35264,-0.260913,-0.123017,0.179757,-0.473598,-1.42627,-0.509963,-0.565221,-0.557989,0.451233,-1.14508,-0.887796,0.175625,0.892495,-1.51027,-0.170612,-1.35093,-0.0890388,-0.202317,0.334425,-0.0603277,-1.02202,-1.21229,-1.59102,-1.28896,-1.22558,0.403929,-1.03565,-0.384994,-1.31805,0.403445,-0.731104,-1.06027,0.322173,0.0773884,-0.107482,-0.253174,-1.24139,-0.411846,-0.515524,0.0444468,-0.209208,-0.396258,-0.548444,-1.06268,-0.162237,-0.0107207,-0.249328,-1.28263,-0.688468,-0.463595,-0.0914492,0.380565,-0.934087,-0.547091,-0.785057,-1.07078,-0.167722,-0.198791,1.06308,-0.669844,-0.29432,-0.00161672,-0.656245,-0.00565299,-1.38128,-0.373383,-1.81562,-0.110585,-0.832694,-0.592996,0.164204,-0.217359,-0.552227,-1.80051,-4.07671,-4.0719,0.572743,-0.587423,-4.47647,0.914859,-0.455234,-0.539007,-0.779884,-0.0641188,-0.618534,-0.401201,-0.950216,-1.01145
RJC 04107,0.427174,-0.413498,0.179903,0.852097,0.537314,0.231022,-0.515154,-0.04541,0.0267754,0.818698,1.01369,0.728452,0.249405,0.93098,0.963507,0.349888,-0.447232,0.460284,0.404292,0.781825,1.06035,0.662475,-0.876047,-0.186168,-0.0644818,0.436364,-0.828923,-0.167606,-0.605506,-0.139192,0.4227,0.00861868,0.578539,0.967595,0.415435,-0.0403268,-0.0222793,-0.306529,-0.100216,-0.858105,-0.0249512,0.465637,-0.0376222,-0.291434,-0.577349,0.838462,-3.83339,-0.56249,0.640862,-0.0546505,-0.531968,-0.238937,0.813258,-0.536438,1.09248,0.433669,-0.180342,0.158797,0.820209,0.954678,0.125608,-0.0493597,0.237646,0.578688,-0.70087,0.989401,0.0738767,-0.872483,0.271293,-0.409062,-0.532586,-0.100041,0.132412,-0.457957,0.337782,-0.171191,0.505335,-0.336893,-1.06222,1.06047,0.397277,0.69238,-0.580277,-0.318718,-0.678241,-0.283597,0.487926,-0.275788,0.924507,-1.03155,-0.357842,0.750233,-0.410567,-0.0631027,0.790302,0.774191,0.932731,-1.22084,0.088388,0.366331,-0.326934,0.60944,0.66373,-0.147732,0.166412,1.00778,0.844242,0.66033,-0.309378,0.722896,0.123574,0.349822,-0.509364,0.458159,-0.165424,0.76248,0.446128,0.355696,0.829746,-0.791635,0.0671738,-4.24919,-4.22272,0.285532,-0.391157,-4.92334,0.0879488,1.01218,0.816681,0.562693,-1.66916,-0.811743,-0.609517,-0.0224495,0.516966
RJF 00096,-0.903028,-1.6245,-1.03548,-0.540854,-0.178375,-1.06053,0.298703,-0.499736,-0.194781,-0.713575,-0.947532,-0.638398,-0.173467,-0.453069,-0.678698,-1.06814,-1.56043,-1.84086,-0.445164,-1.79238,-0.907111,-0.980633,-1.70944,-0.992105,-0.295077,-0.97806,-1.79882,-0.513123,-1.38103,-0.395971,0.22998,-1.37547,-1.55581,-1.22658,-0.774024,-0.398374,-0.257907,-1.00281,-0.862868,-1.98478,-1.32985,-1.03841,-1.10383,-1.01991,-1.29109,-1.15725,-4.75772,0.680198,-0.984284,-1.30007,-1.48671,-0.517238,-1.34639,-1.57419,-1.0953,-0.812546,-0.586029,0.445919,-2.0844,-5.08081,-1.04138,-0.958778,-0.0489022,-0.659611,-1.2286,-1.5424,-1.18568,-0.542259,-1.02583,0.657355,0.488231,0.782123,-0.668474,-0.864397,-1.30292,-0.638826,-0.474475,-0.988494,-0.390723,-14.8194,-8.75604,-7.56634,-0.921551,-0.071441,-1.40894,-0.536522,-0.785426,-0.995565,-0.767525,-1.23321,0.104428,-1.43708,-1.97962,-1.42006,-2.03263,-1.09967,-1.115,0.517938,0.164241,0.0517067,-0.760882,-1.15395,-0.949721,-1.02422,-1.42718,-0.372481,-0.982486,-0.945822,-1.08197,-0.965453,-0.820585,-1.33132,-2.03421,-2.17905,-1.34895,-1.17279,-2.75926,-2.99015,-1.06906,-1.80207,-1.8128,-3.05753,-3.01623,-0.13939,-0.852063,-7.03907,-2.20036,-1.33836,-1.4634,-0.16144,-3.6766,-2.49687,-1.1338,0.1783,-1.02396
RJF 00101,-0.405771,-0.118323,0.180242,0.207582,1.1537,0.448685,-0.372013,0.0960163,-0.135847,0.28135,0.334152,0.226846,0.58202,0.49474,0.164507,0.918616,0.12006,0.139604,0.0461811,-0.0805879,0.295351,0.0634326,-0.292246,0.139672,0.531396,0.149131,-0.337142,-0.36703,-0.362493,0.268717,0.386989,0.226568,0.516108,-0.0227394,-0.392263,-0.324875,-0.243175,-0.112328,0.322069,-0.248902,0.695673,0.390154,0.295731,-0.562561,-0.0990541,0.15523,-1.97981,0.106359,0.691501,0.304578,-0.0435209,-0.547128,0.432516,-0.048028,0.0766975,1.05746,-0.0254098,0.205592,0.31744,-0.259591,-0.243863,0.221448,0.159849,0.84923,0.0853477,0.140362,0.278672,-0.185078,0.0671191,-0.203066,0.337471,0.267366,1.03902,-0.0900657,0.162739,0.276981,0.617764,-0.174978,-0.237396,0.639756,0.113166,0.145481,-0.0660682,-0.0576997,-0.151602,0.200364,0.73682,0.212057,0.106142,-0.373163,0.323086,0.811393,-0.0580718,0.0662431,0.277095,0.831617,0.0770979,-0.598125,0.153061,-0.333958,-0.115471,0.471113,0.507477,0.265375,-0.258529,3.96384,0.534423,0.708408,0.262518,-0.165533,0.56003,0.18991,-0.274876,0.294352,0.452294,0.875885,0.636256,-0.34243,0.639791,-0.248951,0.429196,-1.17597,-1.20649,0.648758,-0.43033,-3.45072,-0.086155,0.536532,0.115428,-0.261006,-0.251676,-0.378221,-0.034122,0.404616,-0.0579364
RJF 00177,0.949404,0.126984,0.889964,1.02395,1.14287,1.10394,-0.37277,0.105504,-0.027432,0.845303,1.01766,0.727431,0.907133,0.930834,0.769941,1.19793,0.13054,0.433965,0.517457,0.950657,0.975172,0.604516,-0.157235,0.309165,1.34398,1.00229,1.05075,0.655489,-0.110084,0.688619,0.917067,0.359664,0.900518,0.764409,0.439665,0.455916,1.07755,-0.137208,0.339742,-0.123861,1.16866,0.94601,0.654721,0.561424,-0.290774,0.438663,-0.91399,0.789188,0.883787,0.291742,0.465788,0.867905,0.894548,-0.117141,0.732712,1.16179,0.923107,1.05994,0.629288,0.612329,-0.206754,0.245423,0.804378,0.885558,0.0510053,0.743375,0.365511,0.156743,0.545572,-0.143261,-0.00250297,-0.25566,1.30124,0.676064,0.834444,0.730983,0.907783,0.428836,0.8128,0.742887,0.397277,0.553683,0.0785896,0.411023,-0.156169,0.207926,1.18267,0.206363,0.716368,-0.15564,1.02529,1.06414,-0.116671,-0.0513514,0.282604,0.866717,0.772517,0.273229,0.398066,0.684898,0.130757,1.10903,1.30498,0.467049,0.491548,3.83669,1.49186,0.737445,0.1385,1.20718,0.447135,1.07362,-0.101851,0.935314,0.364522,0.935565,0.808949,-0.0955818,0.937512,-0.475235,0.425856,-3.26137,-3.31785,0.797916,0.608129,-2.98135,1.20357,0.740327,0.879365,0.813404,0.208488,-0.312338,0.168733,0.856442,0.725712
RJF 00373,-1.09978,-0.545165,-0.779126,-1.86221,0.482592,-0.192891,-1.58525,-1.10087,-0.746594,-1.62061,-1.61219,-1.36759,-0.779267,-1.60445,-1.65786,-1.66413,-0.80507,-0.233117,-2.17753,-0.609167,-1.56437,-1.30474,-0.9723,-0.163391,-0.475766,-1.94422,-1.03553,-0.201426,-0.678198,-0.70534,-0.615467,-1.59362,-2.08805,-1.23345,0.0506306,-0.093555,-0.994779,0.00517079,-0.611507,-1.01593,-1.24815,-1.84315,-0.0327059,-0.840702,-1.36702,-1.50365,-2.54992,0.63095,-1.11108,-0.715993,-0.206885,-0.845041,-1.55528,-0.801828,-1.83976,0.344054,-0.247921,-1.3375,-1.91847,-3.50644,-1.41982,-0.872417,0.570254,-1.39404,-0.699037,-2.00404,0.122457,0.882413,-1.47264,-1.38676,-0.256751,-0.968197,1.11329,0.0724929,-1.59052,-0.661316,-0.170374,-0.63929,-1.49641,-15.6773,-7.64415,-8.67668,-0.41426,-0.697879,-0.575707,-1.05816,-2.02851,-1.0504,-1.53682,-0.365791,-0.405113,-1.3495,-1.07301,-0.591701,-1.73161,-2.18244,-1.59476,0.793442,0.267316,-0.703152,-0.465002,-1.81582,-1.62551,-0.427142,-1.28814,-0.400403,-0.521958,-1.55868,-0.708607,-2.16382,-0.372957,-0.609536,-0.60001,-0.682599,-0.693765,-1.89598,-0.939923,-0.127715,-1.66191,-0.772064,-1.07715,-2.38331,-2.41298,0.372387,-0.509706,-4.1007,-0.998318,-2.00801,-2.23978,-0.289205,0.824453,-0.832602,-0.718393,-1.04615,-1.5802
RJF 00692,0.679776,-0.0752898,0.436861,0.0249292,1.03986,0.877783,-0.226453,-0.335618,-0.0394532,0.0444749,0.0531338,-0.49555,-0.205253,-0.238987,0.641428,0.0795039,0.110764,-0.119963,0.380299,0.3475,-0.28593,0.119755,-0.45531,-0.0734139,0.341605,0.156885,1.8916,1.3219,0.221537,0.848639,0.744591,-0.367689,-0.338228,-0.110674,-0.0508028,0.186391,0.548448,0.149792,0.363543,-0.525528,-0.108034,-0.159182,0.457372,0.281593,-0.087077,-0.235161,0.924413,1.44147,-0.498055,0.210336,0.474273,1.02975,0.3098,-0.0118115,0.277575,1.34356,0.898381,0.301482,0.463941,0.0339799,1.14979,0.22848,0.492503,0.338426,0.0906679,0.221827,0.210947,-0.570934,1.01292,0.221721,-0.407067,-0.168072,1.10867,1.02931,0.515111,0.713698,0.878196,0.797612,0.690981,0.63566,0.0416109,0.284178,0.549605,0.668299,0.00305524,0.683132,-0.0732632,-0.0840066,0.255922,-0.17475,0.522883,0.239157,-0.00464128,0.0262319,-0.219312,0.230117,0.27211,0.580603,0.446682,0.824623,0.188163,-0.0909705,-0.0567619,0.283889,0.813052,3.82083,0.632458,-0.358244,-0.0363933,0.139657,0.499193,0.487242,-0.273848,0.570445,0.387619,0.139175,0.104952,0.0895894,-0.156463,-0.188534,0.601547,2.54011,2.41298,1.13524,0.749807,-2.22833,0.218828,0.289645,0.147913,0.781469,0.275502,-0.00436216,-0.143526,0.331994,0.824638
RJF 00962,-0.880803,0.297572,0.491457,-0.31835,0.639088,0.483703,-2.22685,-0.481293,0.226114,-0.862421,-0.47964,-0.425525,-0.45144,-0.679225,-0.459819,0.186575,0.205856,-0.658652,-0.438982,-0.576793,-0.771735,-0.634327,-0.118111,0.051411,0.334837,-0.429127,-1.95688,0.560009,0.793108,0.762307,0.441281,-0.168326,-0.356675,-0.510734,-0.0471736,0.152002,0.800377,0.606372,0.212184,0.200033,0.00260712,-0.418184,0.568591,0.780732,-0.022185,-0.235326,-1.27315,0.644491,0.261563,0.234629,0.252724,0.819019,0.0376874,0.165524,-0.526232,0.286171,0.885511,-0.327817,-0.966472,-1.14873,-1.03498,-0.124514,0.697335,0.0551862,0.0765655,-0.542966,0.294494,0.627115,-0.507185,-3.32458,-0.557246,-0.442123,0.602845,1.16351,-0.818231,0.525179,0.287307,1.19868,0.172666,0.206136,0.240274,0.233865,0.731837,0.930263,0.251244,0.476916,-0.122031,-0.0723761,-0.441099,0.137218,0.590676,-0.376344,0.0513616,-0.560248,-0.437425,-0.229136,-0.544634,0.0197907,0.644975,0.721289,0.16165,-0.520643,-0.369489,-0.151631,-0.673011,-2.5684,0.277495,-0.162695,-0.0159345,-0.39612,-0.172631,0.498869,-0.208127,-0.283416,-0.335578,-0.238972,0.181573,0.462917,-0.281899,0.0859056,0.0724441,-1.63757,-1.67401,0.516199,1.33231,-1.20787,-0.218773,-1.37266,-0.540896,0.779037,-1.57148,0.27432,0.279374,0.565934,-0.446837
RJF 01592,0.965995,0.416359,0.0117402,0.88213,0.801459,0.0944892,-0.0846347,0.123906,-0.392087,0.411757,0.878067,0.837729,0.772735,0.704986,1.04799,0.177643,0.563754,0.978081,0.850459,0.834164,0.757373,0.911809,0.504049,0.489174,0.32949,1.12947,-2.26941,-0.286692,0.630871,-0.145418,0.450159,0.827226,0.606709,1.00178,0.738922,0.137843,-0.221938,0.614506,0.171625,0.752001,0.419993,1.05085,0.929711,0.328717,0.753528,0.994077,-3.27596,-1.23337,0.972126,1.10474,0.135864,-0.357822,0.793998,0.922697,0.875593,0.430313,-0.0778093,0.588153,0.912364,0.655605,0.719355,0.327677,-0.161928,0.482134,0.596535,1.01983,0.878533,0.0329413,0.549019,0.729559,0.887457,0.41467,0.619632,0.0365612,0.857705,0.316256,0.362149,-0.0716143,-0.358132,1.06072,0.59861,0.603997,0.755132,0.256887,0.394052,0.280709,0.708591,0.258348,0.969709,0.296698,-0.0806293,0.291771,0.702038,0.315901,0.610361,0.955104,0.85866,-0.922505,0.569762,0.0583513,1.07119,0.943801,1.10626,1.16479,0.834876,1.22683,0.867259,0.745005,0.679746,0.905149,0.201366,0.0944615,0.800483,0.723358,0.629966,0.8622,0.318196,0.484947,0.598714,0.827355,0.798098,-4.30407,-4.18501,0.28503,0.0510911,-0.437145,0.797808,0.163973,0.909892,0.291008,-0.210315,0.697707,0.476587,0.130899,0.991379
RJF 01611,0.420994,0.375566,0.478779,0.721896,0.539523,-0.297486,-0.777436,-0.35247,0.0938991,0.0125421,0.582094,0.474723,0.248582,-0.245893,1.12243,-0.0858855,0.310044,0.454152,0.706092,0.697561,0.456869,0.288807,0.15223,0.22735,0.322659,0.793234,-1.44334,0.424938,0.543622,-0.129069,0.687897,0.344703,-0.212965,0.824698,0.460038,0.510925,0.32774,0.555268,0.7129,0.429194,0.405053,0.769044,0.821026,0.589293,0.211468,0.207741,-1.21241,0.00251313,0.212902,0.383562,0.275482,0.44664,0.73573,0.438777,0.310891,0.420652,0.326834,0.446302,0.181413,0.693,0.670402,0.166748,0.336791,0.0662698,0.121968,0.879803,0.701843,0.636465,-0.404181,-2.41655,-1.78135,-1.1207,0.757867,0.479135,0.15175,0.340261,0.22073,0.609035,0.547384,-0.112811,-0.0343947,0.259021,0.481828,0.471379,0.214748,0.300824,0.0373737,0.313936,0.411378,0.293786,0.881252,-0.156564,0.294042,-0.128021,0.0332426,0.259656,0.223719,0.067369,0.662428,0.49938,0.661998,0.391499,0.573466,0.469935,0.23096,-1.68076,0.506325,0.270888,0.14261,0.580395,0.0186368,0.328873,-0.527219,-0.4971,0.0957092,-0.0629141,-0.104238,-0.133523,0.270963,0.0135024,-0.333191,-1.46367,-1.395,-0.0153582,-0.171036,-0.692857,1.0373,-0.464207,0.710628,1.28087,0.257894,0.62851,0.307669,0.432277,0.754596
RJF 01673,-1.85763,-1.08371,-0.951921,-1.93071,-1.22621,-2.68193,0.968254,0.599185,0.703024,-2.2523,-1.65509,-1.56764,-1.45772,-2.06774,-1.46253,-2.25373,-0.962152,-2.37889,-2.16952,-1.98092,-1.74132,-2.55073,-0.935748,-1.06163,-1.23055,-1.2657,-4.91948,-0.56037,-0.663383,-1.03937,-0.538104,-1.4723,-2.89532,-1.54535,-2.05421,0.26537,-0.969801,-0.258992,-1.79257,-1.24371,-2.19434,-1.38565,-0.728653,-1.54429,-0.572384,-1.83133,-7.78933,-1.05845,-1.64606,-1.05553,-0.700822,-0.738934,-1.93141,-0.469216,-1.91849,-2.17886,-1.83511,-1.54099,-2.39418,-5.1502,-1.88406,-1.01696,-1.26208,-1.58368,-0.666416,-2.02166,-1.25091,-0.565898,-2.05373,0.591472,0.893852,0.893011,-2.21893,-2.2344,-2.17453,-1.28029,-1.27325,-1.31989,0.296299,-5.02361,-4.85898,-2.41459,-0.640051,-0.864827,-0.906443,-0.68735,-1.92027,-0.644352,-1.65133,-0.704534,-0.737563,-2.60805,-1.07406,-1.10009,-2.7941,-2.34855,-2.00078,1.12139,0.698501,-0.504622,-0.0955382,-1.81926,-2.12336,-0.513413,-2.1343,-3.36216,-1.90374,-1.84152,-0.771161,-1.46537,-1.78159,-3.08481,-2.02675,-4.13928,-0.988986,-1.89246,-4.34114,-3.27065,-1.90892,-1.26743,-2.75824,-2.59403,-2.51101,-1.24989,-1.9568,-6.48847,-3.05475,-3.45179,-1.93347,-0.624448,-1.38902,-1.88207,-0.752821,-0.261327,-1.39452
RJF 01707,1.19608,0.947801,0.933936,0.908344,1.1449,0.422866,0.417832,-0.0744296,-1.03946,0.463522,0.937958,0.926482,0.847618,0.983667,1.03662,1.35991,1.079,0.588133,0.863064,0.846745,1.1144,0.937657,0.65254,0.794361,0.818412,0.898673,-1.88187,-0.391691,1.32099,1.05962,0.915988,0.872749,0.39798,0.632293,1.48713,0.77263,0.883825,0.989696,1.04287,0.911269,0.803483,0.902249,1.3423,0.870394,0.837795,1.15754,-1.17072,-0.196695,0.892052,1.08199,0.854118,0.796386,0.891014,1.06338,1.09132,0.864627,0.3719,1.06894,1.14549,0.986228,1.20544,0.707358,0.407373,0.875487,0.856106,1.02203,1.14891,0.834869,0.872516,-3.254,-2.87608,0.250662,0.928278,0.176259,0.883275,0.849723,0.646585,0.65905,0.361062,-1.49694,-0.989958,-2.84583,1.3048,0.681265,0.876112,0.361966,0.836348,0.908204,1.11267,0.868444,0.921994,0.730716,0.97272,0.186527,0.538187,0.986647,1.02994,0.0191526,0.732333,0.798828,1.40863,0.891679,0.449035,1.03706,0.769452,-0.0123873,0.724259,0.916903,0.716333,0.931198,0.418775,0.36607,0.687376,0.0984665,0.716651,1.2489,0.0323857,0.261606,0.99781,0.650995,0.00204541,-2.4781,-2.51101,0.689506,0.469693,0.746238,0.316847,0.716001,0.707258,0.652535,0.443742,1.46807,0.891349,0.523368,1.14291
RJF 01809,-1.14238,-0.0173356,-0.275045,-1.08647,0.0478047,-1.2972,1.22442,-0.0679739,0.047758,-1.60769,-1.01752,-1.35285,-0.743318,-1.34994,-0.831683,-1.54364,0.205939,-1.7917,-1.50697,-1.42088,-1.19211,-1.21846,-0.177498,-0.0290858,-0.477355,-1.0303,-2.66121,-0.877702,0.567767,-0.0846095,0.235953,-0.409929,-1.58868,-1.09878,-1.80709,0.000598141,-0.926881,0.404265,-1.46686,-0.197725,-1.36648,-0.991572,0.414837,-0.310987,0.154358,-1.38425,-3.48074,-0.628001,-1.33199,0.0231693,-0.00434521,-0.156563,-1.30451,0.203202,-0.980002,-0.705374,-0.807769,0.183876,-2.10055,-4.23198,-0.970756,-0.0985083,-0.499403,-1.18643,0.0358185,-0.763537,0.127711,-0.176341,-1.14278,0.916774,0.100602,0.00829,-0.41559,-1.16094,-1.8899,-0.543651,-0.164259,-0.407172,0.350773,-3.844,-4.24964,-3.09018,0.602884,-0.197538,-0.138014,-0.631856,-1.11989,0.0992609,-1.12404,0.178538,-0.225847,-1.50634,-0.123907,-0.618498,-2.32677,-1.62486,-1.43625,1.06288,0.662242,-0.346501,0.665109,-1.0783,-1.6881,0.215249,-1.4649,-2.16559,-1.31807,-1.42086,0.0950472,-0.803322,-0.627549,-1.76902,-0.908637,-2.2935,-0.218908,-1.27039,-2.53991,-1.75828,-1.10804,-0.405518,-1.67902,-3.07226,-3.06901,-0.0584213,-0.629083,-2.11939,-2.35369,-1.98676,-1.37015,-0.374094,-1.83777,-0.081267,0.284532,-0.175372,-1.0439
RJF 01910,0.51114,0.389598,-0.0377989,-0.0985089,0.149378,0.27654,-0.12046,-1.31827,-1.82789,-0.140874,-0.148419,-0.00320621,-0.143845,-0.162329,0.250714,-0.112642,0.440066,0.13728,-0.0771143,0.0764077,0.172932,0.208845,0.305337,0.546688,0.0247471,0.239564,-2.85942,-0.336807,1.22479,0.623016,0.165498,0.331922,-0.457526,0.287075,0.0122468,0.327275,0.145814,0.877409,-0.344854,0.468671,-0.0935988,-0.0615878,0.627809,-0.0539277,0.602098,0.102552,-2.81077,-0.578389,0.103981,0.835527,0.619699,0.402143,0.173013,0.724437,0.253815,-0.158106,-0.0133893,0.410262,0.164263,1.77752,0.167476,-0.0666897,-0.00959442,-0.372521,0.346154,-0.268548,0.824386,0.0249919,-0.562174,-0.369663,-1.12711,-1.33308,0.123081,0.0612907,-0.0473315,0.408094,-0.091487,-0.60615,0.0764225,-0.112811,-0.082285,0.259021,0.68675,-0.431858,0.561876,0.16633,-0.293156,0.18845,0.51826,0.579079,0.0313359,-0.39197,0.457488,-0.0296774,0.0126677,-0.219511,-0.0495025,-0.50181,0.405945,-0.0399082,0.729101,0.0509265,-0.0468695,0.64738,0.359949,-4.52544,0.18594,0.182487,0.52228,0.0501513,-0.0436297,-0.0392278,0.785796,0.106643,0.202416,-0.154329,-0.104238,0.487035,0.107913,0.698252,-0.212805,-1.91292,-1.95301,-0.0138067,-0.184775,-0.6752,0.679346,0.043567,0.387433,0.260222,0.0387487,1.11036,0.786367,0.119392,0.377143
