"","BCK1_EDCT","BCK1_ED_FODCT","CLN2_EDCT","CLN2_ED_FODCT","FMP48_EDCT","FMP48_ED_FODCT","HOG1_EDCT","HOG1_ED_FODCT","IRE1_EDCT","IRE1_ED_FODCT","KSP1_EDCT","KSP1_ED_FODCT","MKK1_EDCT","MKK1_ED_FODCT","NNK1_EDCT","NNK1_ED_FODCT","NPR1_EDCT","NPR1_ED_FODCT","pdryCG196_EDCT","pdryCG196_ED_FODCT","pdryCG200_ED_FODCT","RIO1_EDCT","RIO2_EDCT","RIO2_ED_FODCT","Sc_hdip2uM_F12_9","Sc_hetdip2uM_S12_9","Sc_mata2uM_F12_9","Sc_mata2uM_S12_9","SLT2_EDCT","SLT2_ED_FODCT","TOR1_EDCT","TOR1_ED_FODCT","TOR2_EDCT","TOR2_ED_FODCT","WTScer1448_EDCT","WTScer1448_ED_FODCT","WTScer1450_ED_FICT","WT_het_dip_FO12_5","WT_mata_FO12_5"
"SEW 05793","-5.85104","-5.50087","-16.4446","-1.18355","-1.5268","-1.67697","-1.75056","-1.34527","-14.4979","-1.31755","-3.92757","-0.983404","-3.10348","-1.0332","-2.30798","-2.33584","-7.50787","-1.3746","-27.685","-44.4518","-35.705","-6.43346","-8.43366","-7.9922","-2.30911","-0.347854","-1.01549","-0.0971511","-28.1774","-41.2691","-6.85035","-1.21303","-32.0115","-17.1415","-18.2846","-2.30162","-21.4843","-8.59602","-0.665649"
"SEW 05886","-3.68903","-0.106647","-14.9728","0.146706","-2.05807","-0.331649","-2.25877","-0.736301","-14.8425","0.186755","-5.71079","0.450244","-3.52647","-0.10602","-2.60833","-0.355536","-7.78931","0.307839","-28.4318","-44.1581","-35.9049","-1.83079","-1.77976","-0.819561","-0.0934989","-0.357313","0.111536","-1.12594","-16.5928","-2.00508","-7.35444","-0.0867569","-6.20266","-0.31982","-16.4331","0.317736","-6.24431","-0.215679","0.178153"
"SEW 05912","-2.93414","0.134834","-11.9695","0.279137","-0.428983","0.351884","-1.10271","-0.49459","-10.9513","0.149201","-1.33599","0.732525","-2.74183","0.269579","-0.602543","0.292933","-5.65518","0.392411","-29.421","-46.871","-36.523","-0.630474","-0.443489","0.497532","0.216843","0.321824","0.158412","-0.20187","-11.4835","-1.00782","-3.62304","0.236133","-0.888613","0.5073","-13.4415","0.540214","-0.831965","0.197913","0.260547"
"SEW 05933","-3.18342","0.399395","-12.523","0.330987","-0.818325","0.417122","-0.487634","-0.0111696","-12.7954","0.305597","-1.68464","0.659853","-2.97123","0.645179","-1.05713","0.558282","-6.23578","0.44499","-24.9376","-40.8159","-26.3822","-1.0445","-1.23783","0.0451162","-0.285227","0.664598","0.836068","1.10138","-12.9674","-0.590034","-5.43319","-0.0342219","-4.45598","-0.163519","-13.6744","0.694294","-2.96842","0.043391","0.313178"
"SEW 05971","-2.92119","0.502911","-11.191","0.279137","-0.369369","0.615524","0.0805621","0.13602","-9.89603","0.465083","-0.394347","0.587182","-2.53282","0.832979","-0.181503","1.09578","-5.51922","0.536423","-22.1574","-30.8313","-14.2429","-0.57264","-0.339389","1.07398","-0.30124","0.869393","0.273436","0.707727","-10.7874","-0.300292","-3.47363","0.479725","-1.91016","0.37867","-12.3196","0.848374","-1.50851","0.33962","0.311722"
"SEW 06148","-5.1256","0.146374","-17.139","0.158266","-2.13163","-0.0231735","-3.9112","-0.483771","-26.3725","-1.26454","-8.51521","0.240634","-5.14186","-1.11591","-2.06211","0.09452","-9.99483","0.156964","-28.1078","-45.6544","-32.0954","-2.50469","-2.38318","-0.119074","-0.0977214","-0.109842","-0.980376","-0.47673","-24.5056","-6.89703","-10.4886","0.163526","-7.86468","0.236205","-20.3565","0.157895","-5.99506","-2.81429","-0.29888"
"SEW 06186","-4.54997","-0.00313104","-18.9586","-0.336781","-3.63425","-0.154993","-1.6426","-0.578291","-24.0105","0.186755","-8.94488","0.313305","-4.24806","-0.194012","-3.23195","-0.0387879","-12.0322","-0.0396272","-29.8759","-46.5703","-36.3231","-1.93804","-2.25753","-0.4073","-0.644067","-0.339368","-0.778161","-1.58005","-23.6798","-3.59537","-9.797","0.104301","-8.54787","-0.0348895","-21.4935","0.003815","-8.77244","0.225772","-0.395501"
"SEW 06217","-4.02381","0.192362","-15.6701","-0.204683","-0.655719","0.0651544","-1.60496","-0.64178","-17.583","0.0710035","-3.86961","0.176367","-3.45477","-0.00621254","-1.12455","0.340372","-7.29997","0.25526","-30.199","-47.4758","-36.523","-0.632782","-0.587508","0.705449","0.342301","-0.964026","-0.26248","-0.393563","-20.4118","-0.509183","-6.02868","0.236133","-2.92552","0.635929","-18.3242","0.0779746","-2.07823","0.611666","0.126007"
"SEW 06219","-6.22862","-6.22565","-25.4162","-4.80048","-7.17589","-2.5181","-6.70541","-4.98032","-31.5605","-8.69193","-20.6527","-9.81171","-6.59448","-11.4738","-4.72829","-0.272157","-13.8891","-2.57919","-30.1049","-46.871","-36.1171","-4.68311","-5.16186","0.705449","-0.395404","-0.822124","-0.73245","-0.710034","-29.3157","-42.0575","-17.2373","-2.32121","-26.4733","0.521136","-25.9925","-5.21762","-17.4607","0.548897","-3.66059"
"SEW 06307","-2.65112","0.364946","-11.8143","0.382837","0.188068","0.572032","0.20183","-0.116509","-10.8102","0.583925","-0.314799","0.385977","-2.29439","0.557187","-0.00955081","0.7978","-5.23791","0.543285","-12.9614","-3.03803","0.605729","0.0661234","-0.1565","0.541258","-0.459903","-0.0753453","0.101726","0.0242235","-10.7789","0.407233","-2.37932","0.53895","-0.208048","0.92086","-12.7009","0.466055","-0.262244","0.463872","0.293369"
"SEW 06512","-2.81109","0.146374","-11.5623","0.054566","-0.14567","-0.0231735","-0.615356","-0.64178","-11.451","0.108557","-0.143862","0.0394292","-2.52334","0.181587","-0.251207","0.0154407","-5.40006","0.0655305","0.43589","1.51727","0","0.0434464","-0.0970174","0.745603","-0.998141","0.130361","-0.540119","0.498201","-11.0164","-0.798925","-2.37138","0.236133","0.0312699","0.649765","-12.8669","0.0095758","0.0226159","0.332731","0.154507"
"SEW 06612","-3.28229","0.24989","-11.1983","0.0948566","-0.182622","0.196974","-0.72699","-0.58911","-12.4004","0.0303594","-0.523608","0.249039","-2.89318","0.181587","-0.132476","0.497345","-5.35231","0.353556","-1.92957","-0.300657","-1.01161","-0.315303","-0.0892527","0.909794","-0.557358","0.73404","-0.0163753","0.835783","-12.7168","-0.381142","-2.50645","0.229442","-0.127091","0.5073","-13.4107","0.0837354","0.236261","0.282455","0.166888"
"SJC 00192","-4.19739","-0.440275","-12.6049","-0.642267","-1.81346","-0.728453","-1.3073","-1.28178","-14.8989","-0.723336","-4.61704","-0.580995","-3.32442","-0.945212","-1.11908","-0.712524","-8.10623","-0.563099","-18.2482","-9.1071","-3.24704","-1.20019","-1.31419","-0.611645","-3.29439","0.320662","-2.7642","-0.0833983","-18.048","-5.78526","-5.43917","-0.705774","-3.50705","-1.51899","-15.308","-1.15466","-3.03963","-0.576284","-0.249404"
"SJC 00193","-3.13107","-0.325219","-13.0421","-0.521395","-0.652799","-0.618379","-0.985809","-1.10356","-13.6848","-0.288613","-1.54628","-0.234447","-2.64117","-0.957027","-0.717078","-0.120996","-6.19634","-0.222495","-5.94282","-1.51377","-2.84116","-0.410348","-0.581201","-0.119074","-0.408076","0.313419","-1.6833","-0.26938","-14.3498","-4.08047","-3.63131","-0.271124","-1.11349","0.107576","-14.7005","-0.920665","-1.04561","-0.124729","-0.211242"
"SJC 00194","-3.59552","-0.693296","-14.2571","-0.590417","-0.782268","-0.728453","-1.16101","-1.15623","-15.919","-0.482562","-3.33817","-0.36298","-2.97538","-1.43244","-1.07165","-0.522841","-7.43383","-0.464803","-14.7328","-6.68087","-2.4291","-0.777241","-0.961564","-0.655371","-0.118885","-0.0267013","-1.90488","-0.54378","-18.0033","-4.5791","-5.26436","-0.587323","-2.2353","-0.163519","-16.8692","-1.15466","-2.46991","-0.296063","-0.232654"
"SP 00110","-6.21234","-6.1106","-26.1104","-6.52208","-5.84145","0.37363","-6.80433","-5.68239","-32.0255","-9.51764","-16.8715","-0.273497","-6.57775","-11.9374","-2.02984","0.420031","-13.609","-0.469348","-29.8607","-45.3502","-28.8607","-1.34285","-2.00686","0.581413","0.619891","-0.335899","-0.0149738","-0.668193","-29.3042","-42.1855","-16.7152","0.341202","-5.18591","1.04949","-26.5596","-7.80168","-3.03963","-7.88634","-4.30804"
"SP 00114","-6.22638","-6.3867","-25.4362","-6.39526","-6.70887","-0.508305","-6.82429","-5.68239","-30.8492","-7.62853","-17.3947","-2.50058","-6.57798","-11.9256","-6.79865","-0.679313","-14.069","-3.81818","-29.9531","-46.5668","-35.7112","-5.47427","-8.07838","-1.23182","-0.526543","-1.84181","0.128409","-0.606075","-28.3794","-40.6896","-18.8251","-3.93368","-24.7695","-0.563242","-26.6727","-11.7005","-15.075","-9.08614","-4.32897"
"SP 00189","-3.4099","0.295879","-11.9018","0.659258","-0.826501","0.395376","-0.213218","-0.0530201","-15.2522","0.583925","-2.07814","0.925324","-3.27316","0.469195","-1.8295","0.318429","-6.34331","0.346694","-16.1788","-5.46077","-0.805578","-1.19738","-1.38734","-0.447455","-0.0632362","-0.498911","0.894218","0.0278468","-15.7185","0.198342","-5.48384","0.216061","-4.40523","0.37867","-13.8842","0.848374","-3.57374","0.0387511","0.36547"
"SP 00190","-2.81573","0.295879","-9.63714","0.595849","0.182461","0.550286","-0.00872385","-0.15836","-12.0311","0.740321","0.0689662","0.668259","-2.5453","0.469195","-0.105046","0.725462","-4.99073","0.44499","-3.19637","1.51727","0.20603","-0.402435","-0.408245","0.417223","0.418506","0.445743","0.462829","0.574351","-10.5931","0.696975","-2.63191","0.413809","-0.588887","0.649765","-11.3731","0.854135","-0.119814","0.368926","0.412323"
"SP 00208","-3.1943","0.192362","-10.1322","0.198556","-0.151393","0.0869005","-0.230301","-0.325762","-13.2896","0.346241","-0.178769","0.377572","-2.59625","0.656995","0.0475468","0.24562","-5.43697","0.111247","-15.553","-3.03803","-1.86045","-0.65622","-0.500955","0.169152","-0.0116729","0.437706","-0.225284","0.116868","-11.6532","-0.381142","-2.66437","0.0909196","-1.15582","0.107576","-12.7053","0.471816","-0.262244","0.288863","0.310265"
"SP 00209","-3.97467","0.0570953","-7.85443","0.268513","-2.02234","-0.0123228","-4.14727","-0.392686","-10.2809","-0.123574","-6.05478","-0.241765","-2.29906","-0.136756","-3.66355","-0.598344","-6.1609","-0.319078","-29.7972","-46.5016","-35.8763","-2.38367","-3.43573","-1.84233","-1.06451","-0.395675","-0.863346","-0.027212","-18.4475","-2.99057","-9.61916","-0.578365","-11.6151","-1.91919","-16.3931","-0.18611","-7.9258","-2.58462","-0.779492"
"SP 01076","-1.57994","0.196517","-5.79138","0.653742","-1.34306","0.804759","-2.31864","-0.626231","-6.7211","0.436913","-3.72169","0.581865","-1.4299","0.204846","-1.90901","0.856267","-0.282344","4.83771","-28.6845","-37.7825","-34.5085","-1.86745","-1.62992","2.15312","0.106599","-0.38851","1.0181","0.214514","-8.52771","1.09472","-4.01348","0.417006","-1.63396","1.93552","-6.21678","0.857939","-2.62108","0.729845","0.328734"
"SP 01343","-0.736714","0.100173","-7.56183","0.344058","-2.90928","0.179076","-1.35058","-0.451333","-12.3243","0.471828","-7.26346","0.139889","-0.864583","0.133314","-1.93125","0.180394","-4.02018","0.00670514","-22.8621","-21.2163","-32.3647","-0.701507","-1.4709","0.14176","0.0712989","-0.492283","0.120651","-0.417014","-12.6638","-0.268771","-4.17649","0.246436","-2.89643","0.258513","-8.42497","0.335914","-4.56506","0.174888","0.105872"
"SP 01371","-5.7658","-5.92644","-24.1008","-5.75157","-7.28393","-7.58245","-6.52093","-5.32803","-30.0419","-8.5805","-19.4876","-6.98146","-6.13207","-10.8829","-13.9645","-6.37836","-13.2317","-7.59779","-30.1144","-47.0828","-36.4602","-6.78693","-10.0887","-14.8326","-5.81824","-5.87622","-2.29213","-2.31285","-27.4199","-39.8572","-20.0755","-7.52614","-35.0277","-18.7713","-24.8746","-11.1822","-27.633","-9.22019","-4.16093"
"SP 01381","-5.38904","-1.41077","-23.43","-3.77252","-7.01477","-1.04057","-6.35624","-4.12404","-27.5315","-3.27151","-18.3494","-1.69805","-5.8354","-4.39131","-11.3672","-0.484225","-11.7173","-0.0833993","-29.5083","-43.3046","-34.9023","-6.01684","-9.18653","0.0488787","0.353507","0.2212","-1.25912","-1.39752","-27.186","-32.0702","-17.3105","-0.708541","-26.4466","0.0147947","-20.7629","0.25929","-19.7444","-0.39286","-1.62823"
"SP 01416","-1.24576","-0.361171","-5.72257","0.219421","-2.11629","-0.360794","-2.04654","-0.582507","-9.90399","0.321139","-3.86334","-0.171437","-1.65618","-0.935873","-1.0398","-0.212684","-4.70237","-0.305279","-15.0226","-12.2067","-11.7159","-1.29237","-1.52693","-0.239761","1.16357","1.12545","0.488192","0.924083","-8.30944","-1.39741","-4.7785","0.010779","-3.87831","-0.621026","-2.7069","-0.0376437","-1.27079","-0.4377","-0.0435094"
"SP 01458","-5.94839","-6.45124","-25.5288","-6.90345","-7.73951","-11.7919","-6.67457","-5.42294","-31.1911","-9.57834","-20.6274","-10.3163","-6.29831","-12.1285","-7.18813","0.372715","-13.7616","-8.74858","-30.0855","-47.0828","-36.4602","-6.62639","-10.6249","-13.0691","-0.123356","-0.246876","0.297638","0.0719931","-28.598","-43.0487","-20.5384","-8.85031","-36.2426","-15.2341","-25.6928","-11.9964","-6.8503","-9.30971","-4.3181"
"SPB 00264","-0.135854","0.0899844","2.16348","0.306285","-0.339262","0.370474","-0.169046","-0.458795","1.37576","0.436913","-0.34254","0.129884","0.0258195","0.568638","0.0225642","0.498829","-0.501386","0.242384","2.88735","0.58127","-0.00190224","-0.0976315","0.0182514","1.02344","0.971895","1.68798","0.314422","0.953356","1.93055","0.198342","-0.0265475","0.311525","-0.800137","-0.107064","0.357556","0.115606","-0.588749","0.283951","0.150604"
"SPB 00379","-5.89351","-6.45124","-25.0889","-6.85436","-7.72361","-11.7919","-6.66281","-5.67887","-31.3828","-9.69044","-20.9761","-10.3163","-6.3689","-12.1285","-16.673","-20.2069","-13.7066","-8.74858","-30.2526","-47.0828","-36.4602","-7.30982","-10.6535","-18.1584","-1.3584","-2.32901","0.39784","-0.529845","-28.4017","-42.776","-21.1955","-8.96402","-36.7221","-21.7067","-25.4582","-12.0682","-29.5321","-9.42947","-4.36088"
"SPB 00387","-1.97274","0.303051","-7.3868","0.555559","-1.2708","0.561872","-2.01456","-0.0130435","-10.1577","0.583925","-5.0148","0.360877","-1.64308","0.66236","-2.85093","0.510501","-3.48498","0.353323","-23.1155","-27.029","-11.7007","-1.51292","-2.13906","-0.168911","-0.374021","-0.202697","-0.0376109","-0.0382345","-17.9245","0.198342","-7.62307","0.250552","-9.13811","-0.485905","-9.67929","0.632848","-6.39276","-0.0154836","0.157943"
"SPB 00390","-0.702859","0.356317","0.339916","0.60465","-0.0733342","0.579035","1.69356","0.11813","-1.88262","0.510419","-1.29161","0.360877","-0.148757","0.39229","-0.971305","0.917204","-0.343506","0.297854","-29.4112","-45.9203","-36.2643","-0.590197","-1.05865","-0.160686","0.100231","-0.69053","0.375252","0.210282","-9.55836","0.743738","-1.86379","0.250552","-3.42187","-0.107064","-0.177627","0.70469","-2.85869","0.0846245","0.268144"
"SPB 00416","-1.47113","-0.766926","-4.47534","-0.0902637","-1.86811","-0.969315","-1.72655","-0.867238","-7.5352","-0.424951","-5.49183","-0.764074","-1.34259","-1.25528","-2.48557","-1.4046","-3.72679","-0.86674","-22.2133","-20.3444","-15.4329","-1.71721","-2.28711","-1.82267","-0.934057","-0.986326","-0.57005","-0.666199","-9.39095","-5.79583","-5.69238","-0.75305","-7.05038","-2.17618","-4.12681","-0.631511","-5.14075","-1.09889","-0.297988"
"SPB 00430","-5.80752","-4.56976","-22.5901","-3.25896","-6.41554","-1.05643","-6.53339","-5.06569","-28.1656","-3.71437","-17.8905","-1.46706","-5.41524","-1.90024","-6.94561","-1.59589","-11.794","-0.755801","-30.2424","-47.0828","-36.6543","-4.86267","-7.1321","-1.20099","0.0619285","0.00835739","-0.66108","-0.32971","-27.4571","-31.992","-17.026","-1.23671","-18.4454","-1.64895","-19.5294","-1.00985","-13.9757","-0.68268","-1.62761"
"SPB 00439","-5.94903","-6.45124","-24.961","-6.72972","-7.67498","-11.7919","-6.64839","-5.67887","-30.005","-9.16854","-20.3905","-10.025","-6.39494","-12.1285","-16.5446","-10.9732","-13.8036","-8.74858","-29.3549","-46.5016","-36.4583","-7.25197","-10.6068","-16.4992","-0.0519904","-1.7243","-2.60501","-2.91186","-28.5824","-43.0487","-20.4078","-8.79345","-36.433","-20.9225","-25.2758","-11.9964","-29.0284","-9.29976","-4.36543"
"SPB 00471","-5.88236","-6.40817","-22.8546","-5.89134","-7.66309","-10.5551","-6.66963","-5.59143","-30.509","-8.80101","-20.6933","-9.92463","-6.36969","-11.7758","-14.9765","-4.36004","-13.725","-8.65848","-26.5713","-43.5952","-34.3183","-7.19038","-9.81424","0.386447","-0.155635","-1.03118","-2.19725","-4.81424","-27.8127","-42.1927","-19.0165","-7.70906","-35.4158","-4.49399","-24.379","-10.8662","-29.2103","-7.59044","-4.07365"
"SPB 00514","-0.538095","-0.231938","-0.495134","-0.263992","-0.807583","-0.273676","-1.69477","-0.984534","-0.244823","-0.162165","-1.63172","-0.854412","-0.575082","-0.3242","-0.657952","-0.152171","-1.53726","-0.284443","1.56948","-0.58127","-2.14573","-0.284229","-0.179485","0.0836163","-0.0741074","1.60161","-1.3696","0.581378","0.147484","-2.13722","-1.00651","-0.102934","-1.9249","-1.02639","-2.02617","-0.708135","-1.59961","-0.310422","-0.240407"
"SPB 00521","-5.79224","-5.91625","-22.603","-4.54692","-6.54389","-2.46487","-6.30047","-4.99958","-26.5144","-3.51588","-16.9263","-1.19604","-6.20267","-11.2085","-13.0702","-2.49583","-13.2056","-7.72253","-29.7922","-46.7922","-36.2624","-6.66486","-10.0067","-8.26456","-0.207104","-0.886709","0.295864","-0.157308","-27.6412","-42.0362","-19.6909","-7.68848","-34.5253","-16.0556","-23.6392","-7.53293","-27.1438","-9.00858","-4.04872"
"SPB 00523","-5.21165","-1.84155","-11.3001","0.034373","-2.85438","-0.169396","-3.79527","-0.246589","-16.2531","-0.165842","-8.21943","-0.0107716","-4.02839","-0.560985","-3.47825","-0.556032","-8.49744","-0.485487","-30.1399","-47.0828","-36.4602","-4.7577","-6.77171","-1.84925","-1.39083","-0.857733","-1.33768","-0.65852","-27.1918","-35.0647","-12.4197","-0.45642","-15.2861","-1.2038","-12.7463","0.110823","-17.9126","-1.07234","0.0172218"
"SPB 00625","-5.94372","-6.45124","-25.234","-6.63154","-7.73951","-11.7919","-6.55006","-5.38668","-31.1738","-9.43133","-21.0317","-10.015","-6.34145","-11.5994","-16.0001","-9.63104","-13.78","-8.69311","-29.9775","-47.0828","-36.6543","-7.09327","-10.2965","-10.2818","-5.6266","-3.70895","-4.35625","-4.06763","-28.6916","-43.0487","-21.1952","-8.67151","-35.7242","-15.6213","-24.7122","-8.78772","-28.6075","-8.5302","-4.15733"
"SPB 00779","-0.723453","-0.285204","-4.16101","0.0834648","-0.907856","-0.082278","-0.198346","-0.633693","-3.81536","0.174127","-2.13893","-0.10111","-0.965979","-0.737334","-1.29177","-0.0674488","-1.55124","-0.194339","-19.5659","-17.1475","-15.8152","-0.594946","-0.96148","-0.279896","-0.210826","-0.120275","-0.00146761","-0.0423434","-5.53506","-2.05893","-2.74807","-0.228994","-2.78008","-0.120327","-2.25977","0.110823","-1.64589","-0.173883","0.0365376"
"SPB 00830","-0.28873","0.0570953","-1.11222","0.294966","-0.212511","0.300519","0.339564","-0.115416","-1.93583","0.398322","-1.09029","0.0395453","-0.208816","0.309663","-0.776591","0.863926","-0.440783","0.408793","-22.9269","-29.0635","-3.3137","-0.33063","-0.447265","0.288943","0.0852932","-0.0721205","-0.0223369","0.152563","-2.52369","-0.268771","-1.38385","0.185464","-2.18759","0.136654","-0.518269","0.479599","-1.79869","0.184733","0.140314"
"SPB 00832","-3.22211","-0.0925156","-11.1175","-0.437721","-3.49814","-0.0466481","-3.92905","-1.41536","-15.1701","-0.568286","-7.75741","0.521543","-2.91764","-0.241573","-8.78908","-0.545598","-6.23954","0.062175","-29.355","-46.5016","-36.4583","-3.64127","-4.35112","-0.207939","0.279753","0.178253","0.623407","0.817078","-20.2593","-10.2699","-13.5534","-0.964013","-21.7318","-2.05432","-12.7291","-0.286648","-15.5533","-0.989749","-0.678077"
"SPB 00836","-0.244564","0.346128","-0.0479413","0.294966","-0.218686","0.474755","0.0907696","-0.268974","-0.0653223","0.510419","-0.587146","0.350872","-0.27562","-0.0541296","-0.178537","0.664479","-0.897028","0.589002","-25.9282","-41.2701","-31.387","-0.400728","-0.313865","0.665452","-0.207904","0.655271","0.205367","1.00101","-1.21763","0.00392756","-0.849168","0.246436","-0.565637","0.136654","-0.771441","0.695125","-0.498885","0.384097","0.157943"
"SPB 00900","-1.54088","-0.0494378","-3.20799","0.0834648","-1.63785","0.10912","-1.8421","-0.794713","-3.77035","0.286224","-3.27063","-0.0911045","-1.478","-0.313105","-1.2763","-0.023304","-4.08762","-0.138869","-19.8315","-15.113","-15.2312","-1.24471","-1.52687","0.397446","-1.20208","-4.07589","-11.1487","-6.42638","-6.42956","-0.735883","-3.1077","0.128608","-1.75933","-0.242186","-4.8328","-0.18611","-2.10177","0.231668","0.0797655"
"SPB 01039","-5.30422","-2.51596","-21.4759","-2.70001","-6.13942","-0.673636","-5.38473","-2.04347","-27.2205","-5.19184","-15.544","-0.0911045","-5.4757","-4.15453","-9.64427","-1.27869","-11.6899","-1.24096","-30.0847","-47.3735","-36.8502","-4.67271","-7.15726","-3.01993","0.356084","-0.710353","1.02607","-1.02063","-26.1076","-30.982","-16.5876","-1.35866","-21.3686","-2.82526","-21.4131","-1.46003","-14.4879","-3.04738","-2.67607"
"SPB 01040","-5.94871","-6.45124","-25.3746","-6.90345","-7.7426","-11.7919","-6.60685","-5.67887","-31.1861","-9.57834","-21.1625","-10.3866","-6.40489","-12.1285","-16.9988","-20.4037","-13.8142","-8.74858","-30.1163","-47.6641","-36.8502","-7.32651","-10.7262","-18.1537","-1.36378","-0.665346","-1.22695","-0.452903","-28.411","-43.0487","-21.2802","-9.02088","-36.5105","-21.5849","-25.8979","-12.1449","-29.3381","-9.43932","-4.36676"
"SPB 01264","-5.96273","-6.45124","-16.413","-1.34057","-7.74438","-11.7919","-4.70934","-2.17674","-29.7526","-8.43716","-21.1012","-10.3866","-6.33688","-12.0347","-14.3063","-8.92971","-13.7669","-8.74858","-29.917","-47.0828","-36.6543","-7.31019","-10.6452","-11.8368","0.307663","-1.34357","0.0961786","-1.3003","-28.1274","-42.8543","-21.0781","-8.96402","-35.7982","-13.0282","-19.0316","-5.70838","-29.0848","-0.316391","0.104916"
"SPB 01435","-2.2583","-0.71366","-9.44111","-0.524585","-2.44458","-1.61347","-2.83728","-1.10825","-11.9141","-0.87334","-5.76904","-0.92474","-1.99578","-1.45382","-3.22145","-1.60832","-4.28715","-1.28263","-29.9832","-46.7922","-35.6822","-1.76579","-2.27194","-1.71141","0.477135","-0.182828","0.323514","0.129851","-10.9557","-5.87412","-5.12654","-0.874994","-6.45797","-1.52709","-9.27292","-1.22538","-5.30852","-1.10114","-0.453245"
"SPB 01640","-5.57343","-4.17044","-24.8767","-6.63154","-7.65028","-11.1821","-6.62808","-5.58396","-24.6569","-2.14318","-20.3796","-7.92632","-6.16269","-9.42776","-16.6128","-13.9405","-13.4813","-7.91654","-29.4609","-47.0828","-36.2662","-7.31576","-10.5111","-11.9145","0.0279012","-0.780081","-3.23799","-3.39727","-27.928","-42.3871","-20.6719","-7.1472","-35.6271","-13.2852","-24.8166","-6.95829","-29.3295","-5.88795","-4.1136"
"SPB 01661","-4.22543","-0.18886","-11.3941","0.132557","-2.97681","-0.186559","-5.04801","-1.05064","-13.6988","-0.0114763","-6.68266","0.200211","-3.17972","-0.406827","-3.63681","-0.0412429","-7.66421","-0.284443","-30.1185","-47.0828","-36.6543","-2.73666","-4.04324","-0.941683","1.33591","0.872757","0.556075","0.911446","-19.5168","-4.42975","-11.0539","-0.403679","-13.2324","-1.27011","-15.2941","-0.0472089","-7.91014","-0.907043","-0.121321"
"SPB 01732","-1.86848","-0.328282","-8.00959","-0.313084","-2.4875","-0.656473","-4.3235","-1.46655","-6.88423","-0.200756","-5.26332","-0.774079","-1.97313","-0.57208","-2.12477","-0.617846","-4.72909","-0.540957","-10.4069","-8.71905","-5.47084","-1.12671","-1.55405","-0.34115","0.336043","0.313516","-1.58019","-1.71982","-7.59242","-3.53856","-4.20099","-0.220763","-2.50688","-0.756148","-7.59608","-0.861385","-2.45061","-0.379409","-0.228289"
"SPB 01822","-5.90975","-6.45124","-24.827","-6.69195","-7.51983","-11.7048","-6.77285","-5.67887","-29.9378","-8.76242","-19.6252","-4.86163","-6.30547","-11.9521","-12.8452","-2.53257","-13.7014","-8.74858","-29.7774","-46.7922","-35.8763","-7.00016","-10.1783","-4.57744","0.551529","-0.708123","-2.30355","-2.49349","-27.5507","-42.1144","-20.6813","-8.22077","-35.0983","-6.19254","-25.5944","-11.9964","-24.9648","-9.21484","-4.3058"
"SPB 01852","-5.9088","-6.18491","-22.5426","-3.41793","-7.7267","-11.7919","-6.78526","-5.59143","-29.8099","-8.46104","-15.8515","-4.82074","-6.33688","-11.7647","-4.16976","0.036083","-13.7539","-8.74858","-29.6257","-46.7922","-35.0963","-3.37684","-5.83564","-1.45859","-2.06203","-5.84018","-13.1787","-7.20326","-27.2009","-39.5036","-19.4265","-7.65632","-15.0363","-1.40523","-23.7382","-4.88932","-6.84712","-9.40975","-4.34972"
"SPB 01907","-1.27134","0.100173","-7.45292","0.0721454","-1.35904","0.00483988","-1.85325","-0.202865","-8.67289","-0.0500677","-4.43075","-0.171437","-1.05924","0.144409","-3.02601","-0.148322","-2.98461","-0.0833993","-29.528","-44.7578","-18.6058","-1.25991","-1.78046","-1.00666","-0.50241","-0.938876","-0.301361","-0.514186","-8.76918","-1.94281","-6.13237","-0.0460775","-4.66456","-0.647552","-9.25835","-0.190893","-5.61144","0.0846628","0.0220011"
"SPB 02034","-0.16579","0.196517","-6.19916","0.121237","-0.189046","0.283356","-1.21479","-0.297775","-2.41873","0.212718","-2.07805","-0.0207769","-0.282189","0.215941","-1.65671","0.202305","-0.477766","0.0968096","-6.32556","-3.19698","-1.55793","-0.0861912","-0.503578","0.0761381","0.149885","-0.953276","-0.613051","-0.683055","-3.17897","-0.814167","-2.30658","0.18958","-1.70461","0.528757","-3.26687","0.0341983","-1.46684","0.140744","0.0193581"
"SPB 02048","-0.0616505","-0.039249","-4.75978","0.0834648","-0.030566","-0.0123228","-1.24787","-0.297775","-2.33914","0.135536","-1.36115","-0.0911045","-0.0318754","-0.147852","-0.775841","0.299423","0.206601","0.062175","-0.714742","-0.58127","-1.55984","-0.112075","-0.112669","0.144994","-0.00629754","-0.234053","-0.097339","-0.334677","-1.42078","-1.00858","-1.38104","0.128608","-1.72401","-0.107064","-2.62227","0.0341983","-0.988922","0.121017","0.0121604"
"SPB 02113","-0.357409","-0.145782","-4.81635","0.0721454","-0.320808","0.00483988","-1.76641","-0.487596","-1.73502","0.286224","-1.7547","0.059556","-0.516631","-0.136756","-1.03455","-0.274532","-1.01357","-0.194339","-2.36982","-1.16254","-1.75387","-0.174046","-0.182427","0.279359","-0.189648","0.0799277","-0.615632","-0.0829161","-2.27169","-1.00858","-1.7681","-0.0501933","-1.27447","0.0280574","-2.82138","0.0341983","-1.08888","0.123304","-0.0391375"
