,CIN2,Cln3,dep1,ESC2,GAS1,Gim3,HOC1,KRE1,LGE1,MRC1,MT1450,MT2481,MT2544,NOP13,NOP16,NUM1,Pac10,SAP30,SAP30-SC,smi1,Tep1,whi3,whi5,WT,WT-20uM,WT-20uM-SC,ynl224c
LOPAC 01215,-0.528441,-0.962963,-0.969255,-0.993461,-0.51264,0.328423,-0.879428,-0.745072,-0.599373,-0.963633,1.35093,-1.03953,-0.000368463,0.16107,-0.585816,-0.146435,-0.111728,-1.50744,-0.562174,-0.904373,-0.341335,-0.377953,-0.340041,0.69862,-1.14016,0.644423,0.348053
LOPAC 01216,-0.507066,0.292365,-2.58123,-0.600408,-0.643164,-4.12496,-0.555863,-3.90162,0.122018,-0.89194,-5.26519,-2.89042,-1.19829,-0.0529544,0.205646,-0.565841,-1.18786,0.101796,-1.33515,-5.14489,-0.073237,-0.482412,-3.71992,-0.649252,0.0648952,-0.363143,1.01284
LOPAC 01217,-1.36041,-0.595272,-1.26598,-0.519987,-2.53346,-1.88893,-3.06903,-0.948615,-5.0642,-1.12332,-1.70414,0.463978,-0.2963,-1.08269,-0.848282,-1.67706,0.0844686,-0.10024,-1.16097,-2.58693,-0.759379,-0.460805,-1.19194,-1.09807,-0.0341898,-0.166451,-0.665667
LOPAC 01218,0.426346,0.86503,1.51243,0.67946,-1.34482,3.58688,1.21798,0.686298,2.41659,0.0311449,1.55508,-0.233866,0.532085,-0.422985,0.290194,-0.0829132,-0.950983,0.744931,0.391896,1.65485,-0.076176,-0.224001,-0.332892,-0.536518,-0.204653,-1.27211,-0.365861
LOPAC 01219,0.177053,-0.338654,-0.264691,-0.432198,1.31717,1.22147,-0.116232,-0.688419,-1.76871,-0.00188756,0.0485099,0.293489,-0.385847,0.243564,-0.514257,0.388904,0.706968,0.122701,-1.05129,-0.078092,0.359281,0.43218,0.980909,-0.420377,0.0179913,1.02188,0.245296
LOPAC 01220,1.28238,2.41365,0.781528,0.823979,-0.163878,0.385948,0.990752,0.932386,0.476874,0.619954,0.563488,0.490878,0.85333,0.202755,1.13167,0.38324,0.978259,0.751008,0.774793,0.457621,-0.125415,0.304101,0.298468,0.400682,1.44761,0.613212,0.425266
LOPAC 01221,-70.1495,-9.84307,-36.6051,-27.632,-43.4774,-17.6664,-41.9483,-38.9888,-29.9318,-67.8317,-22.187,-47.3109,-23.4578,-41.2555,1.21767,-57.0251,-0.355651,-41.3532,-36.792,-25.0238,-25.5755,-22.3325,-21.75,-23.5049,-63.9498,-37.1675,-34.4181
LOPAC 01222,-0.783081,2.02238,0.404831,0.113393,-0.2989,2.07442,0.886552,-0.783406,0.9638,-0.550174,-0.442291,0.258936,-0.477259,-2.15127,-1.35995,-0.795177,-0.828609,0.34969,-0.398211,0.66383,-2.42318,-1.27841,-3.28794,-1.41106,-0.0642051,-1.00849,-1.3652
LOPAC 01223,0.787402,-0.301328,0.166467,0.916944,-0.146902,0.709856,-0.0791778,1.34556,0.295947,0.0901205,0.726647,-0.156938,0.549854,0.12459,-0.547441,0.476519,0.816057,0.233523,1.22216,0.556543,1.18973,0.193344,0.170575,0.816063,0.713024,0.612071,-0.215206
LOPAC 01224,-0.257528,2.60241,0.0463306,-0.175579,-0.382755,0.248101,0.1626,-0.026636,-0.596687,0.480394,-1.26506,0.468599,-0.38287,0.604066,0.814552,0.526333,0.40775,0.667133,-0.199286,0.829649,1.18331,0.47275,0.274625,0.946773,0.0663577,0.029547,0.512869
LOPAC 01225,-0.488937,-0.835906,1.23551,-0.438898,0.359549,-0.512662,0.869898,0.0574413,0.641084,-0.389944,0.0313004,-0.84908,1.11624,-1.25244,-0.12685,-0.427762,-1.14034,0.237912,-0.140146,1.23641,-0.388655,-0.621265,-0.657178,-0.675237,-0.269975,-0.675346,-0.52229
LOPAC 01226,-3.09552,-0.27928,-1.40491,-2.48067,0.884326,2.79167,-0.0492739,-1.07214,-1.41572,-0.598186,-0.541068,1.23869,0.682664,2.71523,2.13691,-3.56091,0.288886,0.662916,-0.394231,-12.8146,2.8893,-0.0836449,-1.67971,1.03938,0.500789,-0.121479,0.473598
LOPAC 01227,0.423808,-0.595505,0.695727,0.238255,-0.0449778,1.90175,-0.534591,2.36268,0.430305,0.333353,0.8857,0.176388,-0.777736,0.936473,0.0172264,0.694374,0.238714,-0.0815918,0.547356,0.917291,1.62622,1.09966,1.39394,0.352712,-1.91622,1.18976,-0.0248633
LOPAC 01228,-5.6058,-1.34613,-1.43222,-3.23714,-0.749052,-4.52454,-6.66616,-2.61826,-19.7377,-4.67511,-0.839757,-0.902126,-0.215317,-0.625514,1.54508,-9.04087,-1.0502,-1.40336,-3.69631,-21.0634,-1.49991,-1.02591,-7.8841,-0.342475,-1.55186,-1.92754,-0.417613
LOPAC 01229,1.21378,-0.607406,0.17333,1.1206,-0.243272,-1.51963,0.0711189,0.676271,0.362328,0.97403,-0.528048,1.18837,-0.427726,-1.77138,-1.22477,0.00575617,0.617101,0.553235,-0.309699,-1.70262,-0.960701,-0.486834,-2.31282,-0.568573,0.789203,-0.338859,-0.499014
LOPAC 01230,-0.651541,-1.0367,1.02938,0.348231,0.248369,-0.511851,1.60079,0.686343,1.65457,-0.757785,0.963449,-0.943077,-0.820986,-0.947413,-0.6448,-0.364681,-1.0491,-0.33659,-0.755966,1.41108,-0.448404,-1.36203,-1.15603,-1.3609,-0.00572925,-1.22039,-0.0863432
LOPAC 01231,-0.992891,1.77684,-1.30604,-0.843744,-0.642751,0.499199,-0.264172,-1.68881,-0.674967,-0.611615,1.64975,-0.721705,0.148665,0.503377,0.637637,-0.0820817,-0.0938651,-1.58779,-0.0197518,-1.08443,0.794001,0.8003,0.144543,0.126801,5.18512,0.998954,0.119408
LOPAC 01232,0.199872,0.115441,0.385235,0.0497614,0.186078,0.841476,-0.0252506,-0.133049,0.145287,0.315527,-0.853658,0.694727,1.29736,0.285801,-0.738215,0.332866,0.585433,0.287235,0.844479,0.366428,0.211923,-0.0924916,0.921613,0.383856,2.01742,2.00253,0.158399
LOPAC 01233,-0.0254072,-24.2762,-4.24185,-0.0856149,-4.48357,-19.201,-2.34863,-0.157159,-8.26727,-4.50287,-22.1098,-38.6071,-35.2908,-31.0565,-20.1853,-9.66959,-41.955,1.20167,0.0278125,-22.1728,-36.8249,-36.4866,-28.1028,-28.4098,0.391186,-1.33517,-41.0652
LOPAC 01234,0.92956,0.307343,1.29814,0.910075,0.961724,-0.0433441,1.39348,1.03318,1.21303,0.824299,-0.62562,1.63267,-0.645559,0.115293,-0.195573,0.680427,0.502984,0.760704,0.371667,0.972452,0.530528,0.818775,1.61405,0.630905,-0.856341,-0.138299,0.777593
LOPAC 01235,0.205902,-0.588821,1.26773,-0.0777344,-0.263162,-1.18333,0.316374,0.465605,0.502481,0.00953856,0.259215,0.00989994,0.294942,-0.411633,-0.212974,-0.11469,-0.420583,-0.745455,-0.262784,0.345944,-0.40679,-0.200709,-0.220802,-0.454122,-0.340338,-1.02463,-0.404123
LOPAC 01236,0.0314648,-0.5181,1.5062,0.481054,0.792272,-0.298702,1.76905,0.46472,1.5743,-0.215893,0.346098,-0.188202,-0.917622,-0.762223,-0.391802,-0.12927,-0.769573,0.312655,-0.189561,1.33639,-0.292151,-0.831872,-0.573,-0.959821,0.831782,-0.818979,-0.0435329
LOPAC 01237,0.103019,-1.04906,-0.962324,-0.220149,-0.376482,-5.35901,-0.461851,0.167857,-1.54269,0.471465,-3.53188,-0.641529,1.12962,-2.88709,-2.92164,-0.168183,-0.0744944,0.122737,0.156316,-1.11104,-1.45858,-1.42258,-5.28583,-0.861149,-0.746961,0.058026,-2.10932
LOPAC 01238,-0.468911,-0.145356,-0.665029,0.100753,-0.0740496,0.0335352,-1.3676,-0.622733,-0.620734,-0.105556,0.147105,-0.889657,0.316635,-0.152811,0.976423,-0.260627,0.280384,0.540752,-0.390633,-0.113475,2.63865,0.313578,0.452267,1.49838,1.40896,-0.829783,0.111553
LOPAC 01239,0.790703,-3.08213,1.22526,1.20293,0.629849,-4.05741,0.464291,0.813441,0.98043,0.673192,-2.83449,-20.2665,-2.28858,1.03549,-0.0877265,0.226318,-2.05634,0.793554,0.345103,0.554434,-1.50229,-3.43033,-4.93736,-0.733855,-0.321499,-0.168769,-3.4163
LOPAC 01240,-0.989692,-0.784513,-1.45562,-1.32426,-0.682592,0.218612,-0.946108,-1.96459,-0.568816,-0.889605,1.07683,-0.734188,0.702124,-0.270877,0.435349,-0.213541,-0.330779,-1.38985,0.261087,-0.786581,0.229019,-0.11866,-0.3798,0.0375652,1.6433,1.06504,0.407416
LOPAC 01241,-1.82812,-0.294757,-2.49631,-3.20392,0.384517,-4.78716,-2.2744,-3.9883,-1.60656,-0.965863,-0.504223,4.15164,0.856958,0.557388,2.05811,-0.688746,0.0104808,-0.154344,-1.47067,-16.6244,4.21286,0.965811,-1.67748,0.656712,-1.23614,-0.789589,1.22094
LOPAC 01242,0.193387,0.891009,0.0956233,-0.217101,0.0426054,-0.341037,0.286412,1.16758,0.206459,0.38491,-1.32493,0.8148,0.32379,0.685855,0.372045,0.523528,-0.532308,0.325872,-0.0168334,-0.60827,0.870291,0.813124,1.52582,0.0620861,-0.195314,0.809129,0.689605
LOPAC 01243,0.34368,-0.558722,-0.109386,0.105058,0.107756,0.274692,-0.365795,0.568545,-1.43133,0.0986834,0.348154,0.874631,0.630302,0.419558,0.122486,0.300259,0.632656,0.546232,-0.252829,-0.365606,-0.773674,0.603156,1.04709,0.236236,0.299747,-37.4604,-0.0442899
LOPAC 01244,0.947306,1.12735,1.12719,0.719085,0.935703,-1.01396,0.723938,1.31827,1.34159,1.27868,-0.046717,0.728105,-0.778713,-0.276354,0.2104,0.802048,1.02369,0.70155,0.6864,1.14105,-0.186159,-0.984096,0.465091,-0.180145,-0.559263,-0.0806943,0.288946
LOPAC 01246,-0.672367,-0.145448,0.564716,-1.05121,-0.535104,-0.289165,0.0605486,-0.63375,-0.36421,-1.14701,-0.868084,0.148982,0.281993,0.853738,6.73475,-0.201119,0.37251,-0.646181,-0.0393969,1.1424,2.80811,0.720275,1.8323,0.724954,-1.08559,-1.43187,1.36858
LOPAC 01247,-1.13565,1.11258,-2.64769,-1.00624,-0.998662,-1.21339,-0.559805,-2.26875,-1.12699,-0.932248,0.00806064,-1.48896,-1.75975,-2.24419,-1.0637,-0.0454401,-1.91166,-1.42033,-0.668395,-1.59825,-0.490727,-1.02237,-3.293,-1.41314,0.294653,1.00231,-1.84449
LOPAC 01248,0.694899,1.90369,0.00591012,0.5565,0.0437259,1.30009,-0.0689435,-0.0952378,0.254713,0.797566,0.478894,0.122363,0.363256,-0.220702,-0.295021,0.724923,0.408064,0.574964,0.955192,0.716913,0.803412,0.120518,0.669791,0.0452585,1.3906,1.40987,0.0348622
LOPAC 01249,-1.19346,-2.2893,-0.60317,0.144734,-4.96852,-5.83547,-1.84703,0.424395,-0.591713,-0.978058,-2.72609,-48.4032,-2.76797,-4.65264,-4.44677,-0.152172,-0.589214,-0.563258,-0.321439,-1.01272,-1.83724,-4.1186,-1.28696,-2.57986,-1.1745,-0.86485,-2.19166
LOPAC 01250,0.113223,-0.239099,-0.134245,0.27729,0.476948,-0.464766,-1.66483,0.228958,-2.31939,-1.20926,0.357412,0.165739,0.543819,0.148739,-0.094882,-2.55075,0.648937,0.295613,-0.97493,-1.14358,0.551986,0.0977879,0.434415,0.12123,0.0255915,-1.13758,0.464383
LOPAC 01251,0.293118,1.29093,1.43396,0.117288,0.54507,0.0159081,1.4183,0.0330793,0.483245,-0.0634287,0.209036,-0.505536,-0.782371,-0.464323,-0.00939147,-0.80218,-0.719481,0.585214,-0.555463,1.0455,-1.0246,-0.877635,-0.328669,-0.51327,-0.334208,-1.18136,-0.47025
LOPAC 01252,0.207417,-0.184494,0.294255,-0.115981,0.150804,0.52288,-0.392883,0.377715,0.340127,0.49462,0.21019,-0.0493596,-0.242195,0.129657,0.142805,0.727294,0.547398,0.127523,0.354083,0.674927,0.814569,-0.20088,1.15454,-0.167579,0.787149,1.42639,0.32999
LOPAC 01253,-0.226567,-0.181496,-1.60284,-0.0232408,-0.878883,-0.120495,-1.27236,-0.796997,-0.205838,0.573176,-0.766822,0.250967,0.735941,0.324601,-0.564982,-1.35365,-0.361435,-0.064355,0.0969659,-6.58643,0.329565,-0.275626,0.419345,0.207782,-0.0095284,-0.0738546,0.0489794
LOPAC 01254,-0.153779,-0.670007,-0.01163,0.203833,-0.180358,-0.426981,-0.750072,-0.0109391,-0.287624,0.0402357,-2.71125,-0.157594,1.20273,-0.0985846,-0.30598,-0.61233,0.101036,0.320187,-0.0811129,-1.64228,-0.151186,0.4889,0.246049,-0.0562683,-1.26634,0.82071,0.239301
LOPAC 01255,-0.319384,-0.458999,-0.283434,0.0779748,0.545979,-0.247912,-0.450971,0.208397,-0.533824,-0.939641,-0.947523,0.780448,-0.511636,0.227813,-0.263111,-0.753578,0.518435,0.425852,-0.650808,-1.32549,-0.0264304,0.0932381,-0.160005,-0.184861,0.878744,0.132919,-0.0122201
LOPAC 01256,1.26467,-0.45154,0.717256,0.826681,1.4039,-0.829328,-0.132606,0.126216,0.11501,1.3677,-1.11015,0.518324,-0.00388338,0.15619,0.388759,0.706282,0.891312,3.0958,0.484852,1.47519,0.0703145,0.769456,-0.84467,0.265877,-1.90887,0.653477,0.0276714
LOPAC 01257,-0.988293,1.36449,-0.647397,-0.250312,0.901912,-0.636166,-1.83061,-0.372186,-2.61032,-2.81929,1.1556,-0.475901,-0.155213,-0.432351,-0.660533,-3.95001,-0.226658,0.0631688,-2.03452,-1.89424,-0.692922,-0.57458,-1.01696,-0.172521,1.59384,-2.37334,0.00497997
LOPAC 01258,-2.24062,-2.30651,-1.5399,-0.901908,-1.82842,0.409985,-0.535896,-3.11623,-0.374505,-1.53107,1.09542,-1.50405,0.0193908,-1.01234,-1.52614,-0.228503,-0.851777,-1.63597,-0.0218327,-1.19435,-1.12414,-1.17517,-1.96188,-1.02327,0.32585,-0.511325,-1.17639
LOPAC 01259,0.65181,1.698,0.47103,0.355791,0.0194681,1.76978,-0.146697,-0.240022,0.364159,0.261424,-0.119887,0.0726868,-0.237766,0.500736,-0.267316,-0.245723,0.383999,0.423318,0.394888,0.404101,0.873094,-0.937802,1.14587,-0.330761,0.350318,1.57215,0.318341
LOPAC 01260,0.307629,-1.12765,-0.271359,-0.0179416,-0.394068,0.488212,1.62616,0.0169572,0.139873,0.535563,0.460664,0.485484,-0.766851,0.849245,-0.553935,0.497363,0.760155,-0.369915,0.130045,0.738865,0.807959,-0.64115,0.6113,0.390186,-0.540448,0.779038,0.65769
LOPAC 01261,-2.03854,-2.00642,0.418344,-0.106878,-0.34726,-0.32496,0.0978747,-0.68135,0.301729,-1.52351,-0.640566,-1.20085,-1.52171,-1.32783,0.168211,-0.496771,-0.820621,-0.596707,0.0949013,0.612225,-1.25078,-0.817729,-0.105595,-0.816941,-2.39548,-0.244924,-1.52412
LOPAC 01262,0.787607,0.557222,0.987648,1.43492,0.908635,-0.0814092,0.434523,0.881758,0.978864,0.782534,-1.82243,0.704482,-0.0914854,0.132704,0.570405,0.107978,0.170839,0.798238,0.0122836,1.38111,0.620317,-0.351254,0.462023,-0.0112287,-1.94771,-0.0974851,0.747441
LOPAC 01263,-0.580055,-1.2914,0.167252,-0.0468602,0.0474651,1.07809,-1.89036,-0.421667,0.134515,-0.169669,-0.166223,-0.263186,-0.231671,-0.0349337,-0.0311871,0.195052,0.0852096,0.0550092,0.187947,1.10481,0.11051,-0.267038,0.412066,-0.37992,0.178083,0.489427,0.235972
LOPAC 01264,0.476857,1.60505,-0.412274,-0.13751,-0.58662,-0.391648,0.662963,-0.342108,-0.24832,0.50029,0.279632,0.777725,-0.0443745,0.273966,-0.379012,0.630277,0.453102,-0.311128,0.469903,-0.506685,0.244104,0.108911,0.798532,0.492349,-0.0574652,0.575281,0.550755
LOPAC 01265,0.194987,-1.97333,-0.755302,-0.605406,0.230619,0.0225172,0.301847,0.48473,-0.484728,-0.236475,-1.45763,-0.1979,0.31982,0.400026,1.46527,0.434001,0.0147218,0.277716,-0.0926222,-1.92065,0.44657,0.967954,-0.361443,0.397566,-1.26009,0.166948,-0.122688
LOPAC 01266,0.613406,1.47653,0.657905,1.62745,0.712227,-0.210624,-0.17503,0.87334,0.904674,0.429833,-0.322344,0.130903,-0.180568,0.585772,0.842785,0.769362,0.955745,0.817907,0.334244,-1.03176,0.143196,0.71837,0.316247,0.339302,-1.44324,0.421021,0.485071
LOPAC 01267,-0.0953108,-1.72579,-0.21405,0.0704634,-0.216372,-0.565975,0.852878,-0.260595,-1.20988,-0.189481,0.694421,0.101084,0.570335,0.570627,-0.152232,-0.751204,-0.291809,-0.337293,0.0369372,-0.83717,-0.574107,0.352779,-0.151967,0.101597,0.384876,-0.310819,-0.078549
LOPAC 01268,-0.0895714,0.490924,1.39434,0.465852,0.833913,4.12194,0.132846,-0.171223,1.49961,0.0897625,0.388105,-0.227469,-0.00669674,-1.13717,-0.414471,-0.197802,-0.624974,-0.391326,0.203004,3.4468,-0.587761,-0.890316,-1.61109,-0.484668,1.28461,-1.11227,-0.331026
LOPAC 01269,-2.01047,-0.843615,-1.68937,-8.34636,0.0704762,-0.202813,-8.21943,-4.575,-2.5571,-0.267792,0.109644,1.04146,-1.13916,-1.07179,-0.250025,-0.678808,-0.242751,-3.95705,-3.85591,-0.77069,-1.72681,-0.758543,-1.24623,-0.668099,-1.68926,-11.934,-0.785559
LOPAC 01270,-0.12603,0.678622,0.0428394,0.309872,-0.444793,-0.262877,0.188303,0.386202,-0.341037,-0.448983,-2.0361,0.420967,0.0568587,0.131602,-0.0418126,-0.0314036,0.364955,0.812907,-0.226865,-0.860875,0.205189,0.222976,0.542994,0.217076,0.739843,0.816262,-0.414955
LOPAC 01271,0.737474,0.218214,1.00664,0.350946,0.299609,0.530312,-0.0516431,0.55859,0.570711,-0.101908,0.639092,0.0874109,0.734236,1.21475,1.40375,0.540017,0.260626,-0.22896,-0.0543042,0.980129,0.650894,1.34445,0.428381,0.784805,0.335644,-0.125841,1.96712
LOPAC 01272,1.11753,0.870272,0.848567,0.491817,1.28465,0.115093,1.69344,1.08985,0.188652,1.57738,1.17596,1.13743,1.48151,-0.54252,0.264794,0.215637,0.433478,1.40541,0.512198,-0.770572,0.439821,1.41814,0.498807,0.247417,1.63898,0.446088,0.0302529
LOPAC 01273,-0.646635,0.0616451,0.105998,-0.183672,-0.48197,0.740648,-0.304383,-0.448705,-0.205777,-0.37139,1.13619,-1.0897,0.911224,-1.70402,1.0275,-0.220539,-0.440535,-0.512175,-0.289168,0.818786,-1.30612,-0.183471,-0.0257775,0.0720409,-0.321013,-0.43224,0.247083
LOPAC 01274,0.032017,-0.759196,-1.56131,-0.973294,-1.38005,-0.142124,-1.86179,-1.69891,-0.5304,-0.309724,0.155043,-0.54222,-0.565153,1.72345,-0.172149,-0.361153,-0.474265,-1.59266,-0.283828,-0.564414,1.654,0.65218,0.00256701,0.0697675,-1.51247,-0.0974143,3.92207
LOPAC 01275,0.919747,-3.411,0.173468,0.340985,0.359222,0.159744,0.885511,0.511513,0.190126,0.396141,-0.309819,0.270403,0.0510393,0.113017,-0.0149433,0.49535,0.25221,0.530533,0.592712,-0.0324912,0.372096,-0.365939,-0.026658,-0.34984,0.494907,0.962167,-0.356791
LOPAC 01276,-0.0905852,0.116505,0.775077,0.579908,-1.53029,0.0802706,1.25107,1.23976,0.615994,-0.346171,-0.0874041,1.73508,-0.354928,0.805323,0.263844,0.590496,-0.21703,-0.449178,0.282225,1.52101,1.13871,-0.237517,0.0382376,0.233228,-0.84049,-0.0719193,-0.67919
LOPAC 01277,-0.902633,1.35489,0.344329,-1.00324,0.295523,-0.897306,-0.552508,-1.12325,-0.181929,-0.610554,-0.45441,-0.392054,1.17296,-2.20994,-1.98743,-0.892357,-1.09283,-0.799314,-0.386437,-0.868798,-1.29867,-1.60875,-0.254318,-1.41282,-0.371381,-1.70606,-0.485426
LOPAC 01278,0.19648,2.0227,0.885603,0.0717923,0.374295,-0.405221,0.0312609,0.0662238,0.106704,-0.279558,0.176864,-0.168156,1.35076,-1.23715,-1.18925,-0.402826,-0.594486,-0.240956,-0.0214929,1.26368,-0.363442,0.0959494,-0.650796,-0.56245,-0.0159728,-0.421676,0.993878
LOPAC 01279,0.432983,0.425221,-0.398093,0.0204761,-0.196178,0.853556,0.811676,0.0964222,0.0715818,0.275943,0.352945,0.232762,-0.497715,-0.0983857,0.487069,0.356872,0.536929,-0.0412192,-0.185409,-0.593334,0.309483,-0.366151,0.360214,0.00503916,0.00614142,0.177108,-0.466558
LOPAC 01280,-0.309112,-0.173701,1.2995,0.377319,0.573801,-0.0277991,0.350813,0.344343,0.468903,-0.256402,0.16401,0.81125,-0.0255785,-0.67975,-0.791839,0.0159253,-1.1419,0.136927,0.568379,1.06961,0.0430836,-0.880889,-0.254293,-0.508559,-0.028459,-0.405687,-1.43394
LOPAC 01281,0.0308211,-0.666209,-1.51007,-0.563955,-0.706444,-0.148584,-1.09184,-1.23144,-0.666142,-0.67862,0.0940775,-0.797675,0.311678,-0.567792,-0.236832,-0.376896,-3.36972,-1.08996,-0.599568,-0.751227,-0.925153,-1.19176,-0.23091,-0.056844,-1.16813,0.537959,-0.419034
LOPAC 01282,-0.902061,-0.0876666,-1.22297,-1.12026,-0.115869,-0.397215,-1.33126,-2.43664,-1.45331,-1.75242,-1.67403,0.108882,-0.83446,0.957431,0.444262,-0.463604,-0.226773,-0.648216,-0.380406,-1.10832,1.03629,1.23079,0.314238,0.514104,-1.3682,-0.00258713,0.656327
LOPAC 01283,-0.845383,-13.5133,-2.14593,-1.24248,-0.0199867,-0.155873,-1.853,-1.62997,-3.72247,-0.480669,0.0222486,-0.73535,-0.732246,4.39031,6.75267,-0.227377,0.193684,-0.348911,-1.87408,-1.52705,2.38085,2.53851,1.09211,1.09597,-0.212897,-0.719658,3.51383
LOPAC 01284,0.448807,0.247761,0.835517,0.849996,0.343444,0.6261,1.03146,1.4139,0.680564,0.672356,-0.0147867,0.683435,-0.371813,-0.0946787,0.195388,0.974768,0.947119,0.686934,0.325562,1.12086,0.594428,-0.159175,0.277191,0.123348,0.538678,0.538755,-0.876687
LOPAC 01285,0.0263711,-0.390032,-1.14065,-0.722388,-0.677154,-0.00234734,-0.920838,-1.43408,-0.557281,-0.631155,0.135235,-0.942487,0.358317,0.154851,-0.515021,-0.585715,-0.267943,-1.38054,-0.239442,-0.971947,-1.0395,-0.897039,-0.257236,-0.0946263,-0.603728,0.531439,0.247955
LOPAC 01286,0.512185,-0.916678,-0.474582,0.128342,-0.228132,-1.51616,-1.40975,-0.520284,-1.68604,0.361299,0.04205,-2.77179,-0.715111,-0.893889,0.154735,0.80301,-0.470241,0.331515,0.0923725,-1.9856,-1.25913,-1.0951,-7.07137,-0.652567,0.725987,0.387911,-1.39615
LOPAC 01287,-0.39996,0.13357,-0.512987,-0.185396,-0.738597,0.551715,0.0216201,-0.590164,0.44187,0.0118087,-0.123627,0.392123,-0.498148,1.01647,2.45695,0.377737,1.09849,-0.345585,-0.140409,0.129537,1.01358,0.957923,1.91679,0.812531,-0.221732,-0.0529391,2.27639
LOPAC 01288,0.185547,0.571972,0.288554,0.751533,1.14954,-0.408061,0.746934,1.49601,0.204702,0.121,-0.0026738,1.34506,-2.5192,-1.11152,1.55155,0.524563,-0.330909,0.491505,0.160207,0.408656,-0.0478139,0.276101,0.226933,-0.424646,0.418466,0.238436,0.0987409
LOPAC 01289,0.283661,-0.512006,0.967741,0.23411,0.205553,-0.310376,1.45064,1.83528,1.05622,0.512561,0.306409,0.570431,-0.0105361,0.596966,0.156689,0.613331,-0.273289,-0.271379,0.27757,0.960909,0.206914,0.859865,-0.423802,0.275767,-0.190219,0.0350746,-0.466511
LOPAC 01290,-0.464822,-0.712147,-1.34033,-0.402723,-0.467288,0.458015,-0.802049,-1.84544,-0.686472,-0.658571,-1.22091,-0.525566,0.457494,0.496223,0.0165242,-0.0863363,-0.0211899,-1.01862,-0.633056,-0.452248,0.186368,-0.692307,-0.313681,0.328079,-1.74216,0.643755,0.136457
LOPAC 01291,-0.508402,-0.628638,-1.81309,-0.386372,-0.99953,0.651511,-1.8862,-0.746037,-1.6849,-0.49126,-0.407397,0.156074,-0.400528,-1.26275,-0.633078,-0.32294,0.0178682,-0.187282,-0.358386,-1.15343,-1.13553,-1.27321,-0.052499,-0.839898,-0.154262,-0.0287348,-0.854572
LOPAC 01292,-0.04485,1.12819,1.47575,0.38521,-0.814114,0.173496,-0.0406537,0.225813,0.686899,0.0537779,0.478058,-0.0920852,0.133066,-0.720379,-0.259263,-0.870944,0.460335,0.48258,0.468962,0.506282,-0.106849,-0.118521,0.147972,-0.0273563,0.785294,0.428435,-0.161895
LOPAC 01293,-54.3301,-32.2636,-38.1774,-24.6988,-44.7686,-18.9282,-24.3999,-28.8192,-30.2424,-62.3355,-25.4321,-52.5565,-33.2313,0.11585,-43.6926,-53.0927,-0.254462,-81.8192,-37.1308,-25.7214,-34.2264,-36.1914,-19.403,-31.7495,-83.1094,-15.4946,-46.5541
LOPAC 01294,0.68249,0.231924,0.968642,0.684892,1.48082,0.257212,1.11657,1.46805,1.34095,0.547065,0.206051,0.488538,0.486872,0.72573,1.47239,0.592501,1.09693,1.43667,0.490378,0.919122,0.262486,0.0945982,-0.0884023,0.34622,1.31038,0.957437,-0.0161864
LOPAC 01295,-0.640741,0.444726,-0.867418,-0.827837,0.266696,-0.32106,0.804207,-0.809262,-0.539469,-1.02227,-1.13139,-1.79081,-0.888006,-0.344292,-0.0715919,-1.08146,-0.729417,-0.0476703,-0.771967,-0.876766,0.201446,-0.513598,0.605694,0.138832,-0.0376531,-1.18981,1.19479
LOPAC 01296,-0.241003,-4.17873,-2.75132,-0.716579,-3.08899,-7.31917,-1.67635,-2.64619,-1.14679,-0.672357,-3.9271,-8.52561,-2.72858,-36.4419,-34.5944,-0.110677,-2.63452,-1.3227,-1.50693,-1.71495,-12.219,-3.57438,-4.47883,-3.51992,-1.73172,-0.811669,-9.99
LOPAC 01297,0.157884,-0.798581,-0.0535458,0.00138884,-0.286998,-0.686649,0.30685,0.211143,0.293434,-0.100142,-0.0446151,-0.0778892,-0.309959,0.806534,0.0445516,-0.844322,-0.378933,-0.271029,-0.246453,0.375314,-0.241352,0.438887,-0.232292,-0.168675,-0.250321,-0.308642,-0.583538
LOPAC 01298,1.49891,2.01415,-3.17216,0.485703,-8.92237,-1.82333,-0.589103,0.0304082,-1.50534,0.261373,-4.49999,1.82011,-1.35327,-1.09043,-0.598346,0.98148,-0.61759,-0.766373,-0.474346,-4.27859,0.109787,-1.10962,-1.51803,-0.85168,-0.218309,-0.134296,-1.01095
LOPAC 01299,1.1287,-1.21232,0.515067,0.995745,0.611247,-0.0157164,1.28719,1.68177,0.392253,0.0895187,0.127008,-0.217161,0.260588,-0.153533,0.262931,1.35104,0.563267,0.358073,0.269496,0.410062,1.72135,0.703714,0.0719942,0.295509,0.376016,0.493611,0.386234
LOPAC 01301,0.0265641,-0.885919,0.30491,-0.121017,-0.237102,0.2939,0.0764343,-0.113272,0.536708,0.854671,-0.441944,0.28765,-0.494494,1.37878,0.0346377,0.206345,0.295589,0.308903,0.364416,0.220347,0.455538,-0.145835,0.530313,0.264702,0.43199,0.354751,0.616119
LOPAC 01302,-0.189589,0.763459,0.260986,0.458674,1.11606,1.91863,0.675475,-0.425727,0.612659,-0.350609,-0.990392,1.15405,-2.15838,-2.50366,1.07669,1.90059,-0.706285,0.813392,-0.198094,-0.956749,0.895313,0.473113,-1.139,-0.616855,-0.513644,0.269358,-0.795891
