,CIN2,Cln3,dep1,ESC2,GAS1,Gim3,HOC1,KRE1,LGE1,MRC1,MT1450,MT2481,MT2544,NOP13,NOP16,NUM1,Pac10,SAP30,SAP30-SC,smi1,Tep1,whi3,whi5,WT,WT-20uM,WT-20uM-SC,ynl224c
LOPAC 01127,0.0938117,0.29168,0.115049,0.150777,0.301289,0.930109,0.0885809,-0.0964194,0.549981,0.04879,0.182269,0.122213,0.00665849,0.00813911,-1.1559,0.468938,0.732965,-0.0650142,-0.916489,0.134548,-0.342057,0.402152,0.344513,-0.0181438,0.117354,-0.800271,0.641887
LOPAC 01128,-0.645795,-0.560732,-0.22302,0.175415,-1.34318,0.117908,0.196022,-0.0979629,-0.291278,-1.17776,-0.494928,-0.556003,-0.33775,-0.653386,-1.3062,-1.44201,0.00594468,-0.152244,-0.176217,0.319393,-0.312865,-0.44314,0.0159091,-1.12077,0.117926,-0.191408,-0.344076
LOPAC 01129,-0.105749,0.337627,2.66242,0.0730818,0.769767,0.0913274,0.0423537,0.567102,0.784842,0.281105,-2.60766,0.809851,0.800697,0.338426,0.464164,0.500388,0.366868,0.238094,0.135307,-0.27566,0.254034,0.0215832,0.14271,0.85212,0.513357,0.0943169,-0.249521
LOPAC 01130,0.193293,0.797213,-0.0190519,0.368267,-0.263267,-0.119013,0.218923,-0.344137,0.780749,0.199757,0.668956,0.30018,0.463081,-0.15081,0.763133,-0.293035,0.210066,0.172531,0.40341,0.493451,-0.0995572,0.043908,0.230454,0.242008,0.310878,0.485406,0.412196
LOPAC 01131,1.23477,0.879664,-0.948996,0.283643,-6.11686,-0.513877,-2.50798,0.467746,-1.61056,0.540339,0.629212,0.764243,2.11602,2.02401,1.54253,2.0896,0.886881,0.561232,0.994464,-5.24614,1.08076,1.02916,-0.244312,1.74405,0.238735,2.01753,1.09577
LOPAC 01132,-0.671231,-0.793411,-0.563339,-0.487,1.03552,0.307559,-0.261239,-0.134171,-0.293775,-0.460048,-0.900573,-1.22671,-0.179969,-0.290191,0.334875,0.00250893,-0.686589,-1.71574,-1.0435,0.163252,-0.378256,-0.723934,0.34087,0.247326,-1.11536,-1.22688,-0.711333
LOPAC 01133,-0.879089,0.367592,0.267111,-0.730403,-0.320276,-5.56557,-0.102293,-0.752728,-1.7912,-0.495832,-2.1127,-1.07341,0.335847,-0.103644,-0.402247,-1.48775,-0.568852,-0.235865,-0.968002,-0.572052,0.0391981,-0.344199,-4.03855,-0.128353,0.366944,-0.70017,-0.239247
LOPAC 01134,0.0454294,-0.0526611,0.266862,0.671642,-0.102259,0.337339,0.0699499,-0.0292769,0.369187,0.33823,-0.590356,0.361031,-0.213373,-0.209714,-0.645866,0.410738,0.247303,-0.705976,-0.368756,0.206744,0.240417,0.175456,-0.0234759,-0.91623,-0.71728,-0.692271,0.0211558
LOPAC 01135,-0.308797,-0.337087,0.361652,0.107793,-1.25085,0.890133,0.406672,-0.02469,-0.0523411,-0.422342,0.770531,0.776398,0.094969,-0.0959317,-0.471014,-0.975564,0.732903,0.344183,0.0606136,0.50881,-0.106861,0.231681,0.32477,0.792361,0.853642,-0.0195077,0.228922
LOPAC 01136,0.855537,0.106565,0.396892,0.694254,0.0621391,-2.03557,0.750938,0.357969,0.725543,1.04314,-1.8022,3.37742,0.0789827,-0.887106,2.02815,0.186713,-0.18812,0.51117,1.17692,0.844723,0.60001,-0.223915,-2.42666,-0.0850152,0.483916,1.09556,-0.449405
LOPAC 01137,-1.79091,2.44073,-32.1117,-6.55135,-41.8035,-19.1462,-13.3569,-27.3333,-21.2482,-35.1153,-25.7437,-52.6654,-35.6782,-43.6998,-28.3036,-28.0769,-0.598287,-35.5536,-9.87222,-25.5193,-36.675,-36.4005,-27.9688,-32.1277,-0.198958,-37.704,-46.3019
LOPAC 01138,0.192511,1.4616,0.503887,1.10348,-0.245334,0.641666,-0.128108,0.470434,0.137275,0.0283908,-0.252114,0.325474,-1.18442,0.400416,0.601524,0.857895,0.482116,0.222116,-0.293004,-0.0970745,0.245627,0.354036,0.388534,-0.432566,-0.410358,-0.454817,0.869391
LOPAC 01139,-0.385793,2.11379,-0.215643,0.0381315,0.135253,0.139041,0.0956041,0.46981,-0.0852058,-0.992946,0.591465,0.239466,-0.404493,-0.267625,-0.349587,-0.528974,-0.524776,-0.00802407,-0.081466,0.0506981,0.732513,0.0278914,0.397568,1.16104,0.000113281,-0.0744773,0.200454
LOPAC 01140,-0.529894,-0.0204096,-0.405485,-0.487922,-0.897382,2.10635,-2.95669,-1.68798,-1.81815,-0.375264,-0.936112,-0.973392,0.351376,-1.22995,-0.3062,-0.808489,-0.251745,0.0925532,-0.239945,-0.790005,-0.595699,-0.232503,0.00612576,-0.0961127,0.563836,-3.53552,0.49044
LOPAC 01141,0.115517,2.24737,0.570179,-0.0877658,-0.951864,0.222921,0.365877,0.347091,0.512319,-0.376088,-0.303599,-3.12828,0.148524,-0.000205725,0.96486,0.0356331,0.0690119,0.452381,0.385862,-0.124908,0.406906,0.0202058,0.527706,0.197813,0.162532,0.697902,0.36987
LOPAC 01142,0.363652,-0.458042,0.0263936,-0.52568,-0.55441,2.75435,-0.343365,-0.0351181,0.158793,0.12995,-0.46061,0.240189,-0.709971,-0.144012,0.0680854,0.206538,0.568057,-0.579217,-0.30426,-0.657295,-0.306701,0.242396,-0.297886,0.0208667,-0.670259,0.181754,-0.258182
LOPAC 01143,0.0439194,-1.38785,-0.822368,-0.799284,0.827142,2.45306,0.0372298,-0.835778,-0.21294,0.388593,1.44707,-0.0965345,-0.390474,-0.757501,-0.950258,0.00636891,0.0559251,0.297795,0.175256,-0.516572,-1.09775,-0.423002,-0.0919156,-0.191641,0.256735,0.788188,-0.808366
LOPAC 01144,-0.94664,-0.151736,-0.234416,0.664237,0.0997159,0.0250807,0.0213197,0.17646,-0.0778272,-0.156544,-1.55617,-0.827419,-0.217403,-1.37956,-1.01823,-0.0103269,-0.739955,-0.283609,-0.205488,0.655288,-0.437077,-1.22138,-0.316326,-1.727,-0.18088,-0.635131,-1.57625
LOPAC 01145,0.216772,-0.554698,0.232373,-0.162663,1.01111,-2.37479,0.000303518,0.404362,0.405417,0.396783,0.175057,-0.733867,0.201779,1.55736,1.88872,1.3801,-0.0392372,0.523528,0.302511,-0.223196,3.1468,0.588817,-0.786855,2.69909,0.627938,0.415937,1.07967
LOPAC 01146,0.176157,-0.639429,0.320189,0.334789,-1.11243,2.40526,0.27106,0.0335183,0.253875,0.228719,-0.130356,0.434944,0.654128,0.536143,0.620624,0.125888,1.16404,0.239149,0.200183,0.242667,0.390116,0.362323,0.688042,0.626744,0.506257,0.283927,0.778348
LOPAC 01147,-0.328541,0.888829,-0.588332,0.376233,0.974198,-0.507224,-0.175252,-0.391265,-0.573031,-0.500612,1.34659,0.219525,0.226069,-1.32542,-1.19606,0.27572,0.0124734,0.0657025,-0.0766132,0.0288013,-1.11389,-0.494647,0.100561,0.131375,0.0889429,0.276138,-0.528316
LOPAC 01148,-1.0236,-1.24752,-1.38696,-0.705509,0.730185,1.6123,0.0104085,-1.81161,0.410218,-1.2764,-0.910604,-0.237361,-0.315463,-0.812429,-0.532801,0.868065,-0.969677,-1.64311,0.834716,-1.50339,-0.284021,-7.74373,-0.638409,0.24964,-1.04064,0.752971,0.392579
LOPAC 01149,-0.000448392,1.3908,0.0423595,1.76731,1.1195,2.44545,0.637603,-0.168509,0.215272,0.409028,-1.0124,0.0978787,-0.51397,0.0447386,-0.102491,-0.241102,0.442465,0.263051,0.635463,0.818877,0.270287,-0.163085,0.0166136,-0.219567,0.201382,1.54843,-0.390387
LOPAC 01150,0.0312117,0.0367634,0.139091,0.309819,-0.574352,-0.856388,-1.04784,0.458722,0.310447,0.139977,0.939204,0.587598,0.586006,0.703495,0.448198,0.236688,-0.0211213,0.587236,-0.0896494,0.520068,0.374621,0.463474,0.282305,0.0652024,0.256795,1.17421,-0.260798
LOPAC 01151,0.258116,-0.252916,0.228034,-1.21292,-0.188821,-2.19516,-0.337174,1.12558,-0.372067,0.631616,-1.78327,-0.448269,1.50533,0.467611,1.07182,-0.81923,0.126525,-0.308774,-0.38182,-0.612554,-0.202616,0.13465,-1.20339,0.357412,0.973209,-1.48176,0.370397
LOPAC 01152,1.01513,0.146887,0.644299,-1.08184,0.130273,-0.632274,1.26831,0.271953,-1.07942,0.444916,1.3027,0.73222,0.132268,-0.0169143,0.294292,-0.00364972,0.0734071,1.11883,-0.792953,0.625194,-0.0694262,-0.100864,0.489948,0.0737506,-0.123663,-1.06083,-0.354701
LOPAC 01153,-1.82732,-0.400965,0.441897,-1.80502,1.41103,-0.936981,1.07563,0.168546,-1.48164,-1.00788,-2.57031,-0.373299,-1.92078,-1.79988,-1.73086,-1.3825,-1.37399,0.192384,1.48896,0.374999,-0.478852,-2.06015,-0.838127,-1.16315,-1.07654,-1.97954,-0.96698
LOPAC 01154,0.62133,2.62573,-0.28106,0.824448,0.552162,-0.269524,0.378369,0.0487063,-0.34945,-0.0424725,-0.742574,-0.214885,0.181983,0.0647564,0.0402403,0.572144,-0.00991525,-0.138208,0.272489,0.346421,0.328126,0.192836,0.423681,-0.332165,0.160853,1.63568,0.189359
LOPAC 01155,-0.570077,-0.0966667,-1.02255,0.609348,-0.644472,2.57656,-0.739043,-1.2597,-0.403012,0.154242,-1.01158,1.38374,0.0774712,1.12673,0.6094,0.543766,0.152764,0.411737,-1.45493,-0.3759,0.455015,1.64763,0.143299,1.03371,0.618395,0.0975186,2.78065
LOPAC 01157,0.345376,1.64687,-0.0566438,-0.717161,0.644093,-0.664422,0.73805,-0.0676886,0.466151,0.631113,0.821326,0.377396,-0.24169,0.167916,0.839293,-0.754563,0.248913,0.822816,-1.36313,-0.246255,0.142979,0.0695437,0.277641,0.0389042,-0.455469,0.0609487,-0.0950924
LOPAC 01158,-0.215745,-0.782666,0.891868,-8.37E-05,2.24301,-0.410663,0.598773,0.127025,1.97842,-0.648169,-1.3505,-0.755435,-1.24753,0.222889,-0.673927,-0.0545281,-1.28073,0.138301,-0.359916,0.826924,0.621995,0.780197,0.205092,-0.296525,1.08716,-0.473038,0.400593
LOPAC 01159,-0.958567,1.86917,-1.77497,-0.13206,0.407923,2.88061,-1.2948,-1.07225,-0.825048,-1.1514,0.789,-0.95113,0.126562,0.642158,0.966816,0.129169,-0.385175,-1.48005,1.19294,-0.241114,-0.349986,-0.763668,-1.1179,0.625197,-0.687283,2.45972,2.2677
LOPAC 01160,0.647459,-0.351676,-0.40543,1.61087,0.380143,-2.78771,0.47986,-0.0817382,0.403191,0.508102,-2.28426,0.439599,-0.675784,-0.30439,-0.572879,0.402525,0.433852,-0.103682,0.208388,0.209671,2.33642,-0.892264,0.427803,1.92248,0.320577,0.971724,0.903911
LOPAC 01161,-0.354208,0.0636041,0.387695,1.30049,-0.386274,-0.545382,-0.574483,0.184452,0.574192,-0.254702,0.579356,0.903555,0.0407264,0.180213,-0.146107,0.247717,0.231008,0.140978,0.584441,-0.138102,0.194908,1.1297,-0.186448,0.473119,0.368107,0.192816,0.931664
LOPAC 01162,0.376418,-0.150121,0.443191,0.118829,0.283425,0.28838,0.891448,0.734485,0.36871,0.71091,0.650157,0.241102,0.969362,0.723797,-0.163078,0.0681058,0.119912,0.244035,1.06991,0.193257,0.30753,1.44346,0.470204,0.881096,0.137719,-0.19122,0.143134
LOPAC 01163,-0.011534,-0.61514,0.516578,-1.21051,-0.441895,-0.546732,0.122183,0.62803,0.124436,1.40253,0.674107,-0.542963,0.167557,0.33445,0.470837,-0.258322,0.257402,0.0753765,0.159099,0.547974,-0.205872,0.370201,-0.229463,0.563993,-0.893632,0.195647,0.723794
LOPAC 01164,-4.27472,0.0195382,-13.3872,-6.09523,-9.33479,-18.2985,-21.8792,-3.67505,-18.7659,-30.6773,-0.0692821,-3.49554,0.989854,-0.960373,-0.33229,-22.4391,-1.06593,-0.498549,-8.08424,-24.8233,-6.58558,-22.9287,-24.9317,-4.86474,-1.3746,-18.7287,-1.75268
LOPAC 01165,-0.446996,1.31156,-1.71874,0.144512,-0.995813,-4.2934,-0.838928,-0.718422,-1.53959,0.020877,-2.83047,-0.419242,-0.189513,-1.18005,-0.598018,-1.05429,-0.747764,0.0791611,-0.469525,-1.3993,-1.0843,-1.17939,-1.67057,-0.317578,0.16367,-1.091,0.543724
LOPAC 01166,0.268254,-0.700472,0.203025,1.21832,-3.12975,-1.03225,-0.0859613,0.0970617,-0.688391,0.10727,0.277981,0.507448,1.02179,-0.338957,0.00478942,0.495877,0.26089,0.219988,1.45639,1.96566,0.57852,0.411811,0.112212,0.149075,1.40841,-0.430367,0.109594
LOPAC 01167,0.714783,0.24126,0.547008,1.57678,0.764272,-0.304506,0.716162,0.401266,0.358291,0.857007,1.77125,1.37316,-0.234494,1.07365,0.994858,0.0966593,0.415147,0.74413,-0.348601,0.248156,0.608166,0.0194727,0.264442,0.298438,0.276423,-0.504682,0.264142
LOPAC 01168,-0.768501,-1.09901,-2.08024,-0.406699,-0.0647296,2.69681,-1.58209,-0.884572,-0.300616,-1.32145,-1.24432,-1.30803,-0.0713013,-6.31E-05,-0.544026,-0.264701,-0.321697,-1.5737,-1.10844,-2.42885,-0.596628,-0.940621,-0.472919,-0.429438,-0.945475,0.0455297,-0.678338
LOPAC 01169,0.18955,2.6364,-0.630389,0.489879,0.054534,0.65026,0.068468,-0.277728,-0.472382,0.0800827,-0.210756,0.621363,0.193497,0.249591,0.769225,0.468047,0.45471,-0.302146,0.779642,-0.0813115,0.404044,0.620054,0.499869,0.0272584,-0.00649501,0.520354,0.614694
LOPAC 01170,-71.9782,2.59924,-37.9383,-28.0617,-44.5958,-18.8277,-42.5333,-39.8779,-31.2223,-69.0957,-23.8389,-50.9022,-34.2634,-42.7021,-42.8211,-57.5539,-40.524,-0.998797,-37.9203,-25.4998,-35.5376,-35.5236,-27.6188,-30.2309,-0.153215,-37.5144,-43.9563
LOPAC 01171,0.104423,2.37886,0.867424,1.62954,-0.022686,-0.528543,0.60413,0.669233,0.143045,0.619251,1.4627,0.31904,0.974439,0.436268,-0.246991,0.421248,0.0735841,0.358493,0.924413,0.394664,0.356695,1.47099,0.422203,0.55647,0.546932,0.368636,-0.585323
LOPAC 01172,-0.500148,-0.537743,0.422677,-0.891186,-0.491422,-0.922325,-0.209854,-0.185232,0.316315,-0.24251,0.384044,-0.299909,-0.0899683,0.429816,-0.529808,-0.619552,0.147008,-0.234169,0.359792,0.443305,-0.0820892,1.37906,-0.120271,0.601081,-1.97622,-1.34629,1.0209
LOPAC 01173,-0.563025,1.44791,-1.8628,0.1469,-0.38019,0.0954876,-1.2005,-0.830154,-0.355176,-1.63453,-0.521711,-1.11674,0.754434,-0.432416,-0.719039,-0.0564077,-0.460399,-1.55342,0.0741755,-0.980205,-0.842778,-0.573863,-0.606869,-0.365036,-0.998917,0.778191,-0.144167
LOPAC 01174,-0.0634186,-3.27754,0.514435,1.43685,-0.405913,-0.861166,-0.369656,0.338465,0.381342,0.215175,-2.11606,-0.714564,-2.66907,-3.78686,0.771502,-0.495918,-0.0273486,-0.256938,0.702734,-0.124962,-2.98705,-2.53057,-5.83708,-3.04133,-0.435674,-0.683373,-4.64062
LOPAC 01175,-0.149962,-0.578767,0.831014,-1.20944,1.0773,-0.644848,0.355561,-0.262985,0.65385,-0.469854,2.19366,-0.173504,-0.0837004,-0.755974,0.0907479,-0.751612,-0.425668,0.268933,-0.346832,0.756166,-0.314711,-0.922519,-0.480018,-0.23767,-0.156193,-0.795616,0.105464
LOPAC 01176,-0.757521,2.64626,-0.870493,0.353198,0.144978,-2.08861,-0.446366,-0.520251,0.154135,-0.305994,-1.27398,-0.221157,1.15227,0.48344,0.0821638,-0.0614913,-0.414166,-0.225571,-0.219174,-0.964139,-0.182951,0.425258,-0.194354,0.000463158,0.018546,0.392301,0.854081
LOPAC 01177,0.040436,-0.0808024,-0.690224,0.0152392,0.0503247,-0.0992741,0.251435,-0.106418,0.674428,0.216418,1.07469,0.366615,0.714252,-0.363497,0.135871,0.874489,0.197317,0.20651,-0.406962,-0.0213079,0.345263,0.15939,0.212529,-0.238859,0.457189,0.528479,0.0460201
LOPAC 01178,0.091771,-0.889539,0.0982006,0.53106,-0.387574,1.72277,0.194634,0.738285,0.720044,0.057554,1.4308,-0.510828,0.249964,-0.293175,-0.335974,-0.293158,-0.150972,-0.22493,0.310155,-0.307218,-0.446787,-0.346483,-0.410006,-0.184503,-0.590482,-0.139253,-1.01258
LOPAC 01179,0.172773,0.0363576,0.645766,-1.5438,0.657495,-0.958625,0.160327,-1.40957,0.198156,-0.504735,-1.44971,-0.437658,-0.025342,-1.44543,-0.956674,-0.399952,-0.859703,0.121656,0.0483703,0.728107,-0.520277,-0.92919,-0.946258,-0.286968,-0.868543,-0.0484861,-0.492445
LOPAC 01181,-0.805218,-0.499824,-1.58867,-0.29511,0.884069,0.911718,-0.348553,-1.1129,-0.183702,-0.811653,0.501543,-1.33341,0.206864,-0.0447423,-0.35793,0.950077,-0.508492,-1.21992,0.395264,-0.271849,-0.283952,-0.354084,-0.0410896,0.183763,-0.937226,0.870897,-0.499567
LOPAC 01182,0.0700856,0.582265,-1.10076,-0.540627,-3.97997,1.1215,-2.07765,-0.290055,-5.93185,-0.0934088,-0.563941,0.185251,0.198333,-0.307312,0.143662,-1.42966,0.194402,0.416619,0.214377,0.206797,0.621502,-0.0247652,-0.0924991,0.0519435,0.244472,-0.24644,0.631637
LOPAC 01183,0.493999,0.921497,1.35193,-0.171391,1.04156,-1.84091,0.268872,0.131395,-0.040386,0.522832,-1.88885,0.736966,-0.121374,2.5351,1.49852,0.535571,1.09331,-0.110812,-0.187653,-0.578733,1.045,1.58662,0.682694,0.499982,0.435334,0.644181,1.52737
LOPAC 01184,-25.476,-27.6575,-30.901,-21.0506,-37.501,-16.9682,-40.7754,-37.8112,-30.1453,-19.6985,-23.6492,-43.7547,-30.8013,-38.9546,-39.4821,-33.6042,-38.312,-0.576173,-13.5265,-23.248,-32.2008,-33.0918,-25.1773,-28.6868,-0.736673,-35.7602,-41.4257
LOPAC 01185,0.0237126,0.196185,0.538859,0.38305,2.57103,0.480336,0.637613,1.39246,0.465009,0.381274,0.940266,0.602684,0.788804,0.759179,1.57756,0.345277,0.814717,0.667465,0.476551,0.423515,-0.0944809,1.21564,0.961627,-0.078968,0.237965,0.292255,0.480625
LOPAC 01186,0.278023,-0.668421,0.718369,0.539979,-0.0453067,-1.57661,0.859263,0.938806,0.797722,0.693522,-0.798676,0.180218,-0.512361,-2.57314,-0.246172,0.422635,0.172794,0.538879,0.0556996,0.17121,-1.31315,-1.12548,-2.82303,-1.01828,0.232522,-0.1213,-0.834211
LOPAC 01187,-0.318555,-1.41738,-1.73619,-0.747487,-0.196028,-2.82294,-0.721134,-1.2002,-0.94109,-1.1387,-0.167283,0.318434,-0.877803,-0.250511,0.420562,0.160314,-0.820777,-1.30926,-0.138443,-1.58012,0.0344896,-0.203033,-3.90444,0.464082,-0.863874,0.755426,-0.613208
LOPAC 01188,-7.43615,0.137742,-3.72894,-0.104975,-5.9102,-2.82789,-5.66575,-3.18264,-4.06852,-6.06857,-2.09326,-2.72617,2.0163,2.93182,2.94576,-7.1564,-0.499006,0.797619,-1.39365,-3.38047,0.463339,0.362218,-2.95701,0.604273,1.05941,-2.34201,0.405015
LOPAC 01189,-0.765306,2.41432,-0.0479507,0.193259,2.5055,-0.284625,-2.42301,-0.914719,-1.87619,-0.239339,1.84327,-0.547911,1.41586,-0.27538,0.391246,-3.6129,-0.197526,0.408196,-0.0475634,-5.38918,1.20183,0.0216409,0.0902755,1.4805,0.528912,-1.59712,0.881931
LOPAC 01190,1.03902,0.228119,1.10498,0.482993,-0.295115,0.783674,1.30677,1.0317,0.687012,0.978706,1.84715,0.700891,0.494778,-0.110294,0.153523,0.660641,0.882912,0.690403,0.0641953,0.936082,-0.207698,0.159379,0.351526,-0.0817795,0.0269366,0.483546,-0.0991185
LOPAC 01191,-0.238506,-0.294104,0.476073,-0.294892,-1.56037,0.095093,0.123345,0.926422,0.397113,-0.023942,-2.46151,0.358565,-0.569413,0.245303,1.2467,-0.511912,-0.245694,-0.331109,-0.350832,1.02035,1.05128,0.0606634,0.294326,0.768946,-0.488475,-1.06462,0.483311
LOPAC 01192,-1.20719,2.47552,-0.512615,-0.286434,-4.33429,-1.19788,-0.251707,-0.847258,0.230448,-1.44152,-2.29525,-0.584126,0.0119669,-2.1289,-0.38289,-1.67212,-1.12083,-0.567678,-1.16862,-1.02997,-0.998352,-0.640368,-1.22161,-2.14262,-0.424163,-2.12723,-1.70522
LOPAC 01193,0.828841,0.241881,0.0363056,-0.125202,-0.0974289,0.74292,0.60806,0.840884,-0.135715,0.520774,0.734499,-0.113047,0.180361,0.169472,0.018937,1.05189,0.880177,0.789321,0.888743,0.263605,-0.153878,0.23185,0.581059,-0.0433252,0.444942,1.94329,0.273603
LOPAC 01194,0.458388,0.28049,-0.214132,0.0768052,0.591358,0.742223,0.0624491,0.554796,0.104869,0.26293,-2.95356,0.360178,-1.28096,0.574696,-0.222793,0.699917,0.162494,-0.39008,0.347514,0.073274,-0.063251,0.364591,0.554452,0.256298,0.154832,0.882743,0.76807
LOPAC 01195,1.74071,3.24275,-0.938721,0.448786,2.56236,1.3757,0.315909,0.222716,0.975566,0.788992,2.25222,1.59853,1.34956,1.4365,1.35823,1.85941,1.69345,2.42297,1.54171,-0.364279,1.274,1.45943,1.30675,0.516216,1.85275,2.83626,1.81578
LOPAC 01196,-0.119753,-0.156758,0.546832,0.623901,-2.66905,-0.103397,0.396563,0.0595215,0.545814,-0.571314,1.64376,-0.396687,0.0273492,-0.369025,0.393923,-0.356736,-1.1186,-0.0791381,0.0472077,1.23836,-0.86967,-0.774705,-0.423369,-0.904299,-0.0870164,-1.16738,-0.439617
LOPAC 01197,-0.463401,1.82781,-1.9574,-1.26665,-3.23562,-1.2387,-1.21506,-1.47276,-6.4408,-1.26406,0.273528,1.8387,-2.60321,0.743856,0.327158,-0.71527,-0.305042,-1.05243,-0.663376,-0.933028,0.1646,1.30722,-1.83718,1.21113,-0.527321,-0.49166,0.600322
LOPAC 01198,-0.0619992,0.277753,-0.45057,-0.819126,1.10385,0.828807,-0.644298,-0.637052,-0.804094,0.168038,0.417239,-0.123368,0.283928,0.0283389,0.00194136,0.632189,0.275956,-0.0435072,0.105769,-0.29425,-0.451904,0.448761,0.0998183,-0.196181,-0.0596726,0.857537,0.111207
LOPAC 01199,0.382936,-1.48603,-0.348306,0.223024,0.86174,-1.1819,-0.892451,0.00204914,-0.28192,0.168284,-0.891439,0.911436,-1.21168,-1.56184,-2.07894,0.226273,-0.798851,-0.333488,0.152021,-0.397675,-0.392716,-0.904074,-1.21155,-0.673027,-0.0912766,0.942042,0.0703619
LOPAC 01200,1.6024,-0.001922,2.48397,-0.35948,1.91794,0.236266,2.02899,2.76205,0.595771,0.211763,-1.00415,0.483786,-0.625884,-0.370792,0.916869,3.58562,0.367817,0.166416,2.44389,0.848859,1.02771,0.0213816,-0.184819,-0.429631,0.184641,1.38706,-0.394109
LOPAC 01201,0.32311,0.573533,1.34057,0.211464,1.9434,-0.190285,0.537323,0.798972,0.665758,0.220524,0.133617,0.186761,2.06839,1.00528,0.646461,0.498504,0.796709,0.39339,0.895904,-0.594159,1.16784,0.510893,0.564035,1.20447,0.87249,-0.00306209,-0.0960771
LOPAC 01202,-0.986658,-0.655029,-0.667569,-0.208875,-5.81377,-0.614521,-2.06586,-0.69979,-0.182885,-0.880068,-1.68106,-0.55214,0.672725,-0.583845,0.512013,-1.47332,-0.829411,-0.528464,-0.0497182,-0.405427,1.06784,-0.427437,-0.315129,0.556818,-0.888104,-1.47971,0.0227593
LOPAC 01203,-0.677521,-0.147005,0.675683,0.583319,-2.57725,-0.445399,0.935056,0.10514,1.7032,-0.771315,1.06197,-0.532641,-0.185573,-0.966067,0.0761224,-0.68632,-1.05299,0.0388429,-0.566457,1.1365,-0.428545,-0.778304,-0.805518,-1.06074,-0.133186,-1.5815,-0.408997
LOPAC 01204,-1.26992,-0.72749,-2.30546,-1.90306,-0.306801,0.0718404,-2.12438,-2.0831,-1.55973,-1.74899,-0.811101,-1.12404,0.0158839,0.888835,-0.0113259,-0.999735,-0.155225,-1.85472,-0.300311,-0.963269,0.609805,-0.39292,0.585793,1.8451,-1.58719,0.364442,1.62675
LOPAC 01205,0.58062,0.0705188,-0.566377,0.100692,0.588392,0.631973,-0.346643,0.0987357,-0.0792624,0.898771,-0.276185,-0.16998,0.212951,0.334313,-0.00847999,0.972152,0.405379,0.403933,0.328801,-0.109288,0.0891642,0.55779,0.217978,-0.322921,0.253483,1.53015,0.229917
LOPAC 01206,0.0849947,3.06504,1.12709,0.513439,0.300554,-0.316761,0.816161,0.651946,0.61884,0.568015,-0.312273,1.3484,0.329037,0.823719,1.26746,0.460877,0.242208,0.231183,-0.0185278,0.631955,1.16948,0.527526,0.657311,1.04569,0.376162,-33.293,-0.0430778
LOPAC 01207,0.62299,-0.0239956,0.74692,-0.0586707,-2.59752,-0.246329,0.691046,0.0897625,1.23441,0.265423,0.934402,-0.143977,0.519619,-0.192859,-0.860289,-0.709149,-0.557951,-0.178834,0.867558,0.611579,0.783945,-0.437718,-0.259244,-0.22265,-0.69574,-1.03021,-0.298114
LOPAC 01208,-2.9878,-18.5666,-3.3097,-0.463091,1.36451,-18.8196,-0.959808,-0.717347,-3.68371,-0.61394,-17.0653,-18.9522,-33.8666,-35.5548,0.264082,-3.74873,-1.09933,0.183072,0.266207,-5.58427,-36.6004,-9.72038,-27.1217,-24.587,-1.37537,-2.17762,-30.0084
LOPAC 01209,0.655968,1.12546,0.653692,-0.236479,1.26369,0.970259,-0.013554,0.301244,0.243456,0.30299,1.53828,1.35949,-0.249913,-0.244708,-0.01423,0.576708,0.704689,0.250135,-0.0051673,3.08677,0.414544,0.532778,0.579083,0.505575,0.280393,1.5276,0.903336
LOPAC 01210,-0.320073,0.180193,-0.480938,0.128378,0.457323,0.214497,-2.23391,-1.14985,-2.56144,-0.949909,1.21374,0.0952072,0.166903,0.529813,0.459464,-1.5224,0.81621,-0.681684,-0.273602,-1.86,-0.0655107,0.592002,0.397535,0.578696,-0.00541354,-0.11826,0.465505
LOPAC 01211,0.173097,0.0519718,0.897684,0.713496,-0.10818,0.373176,0.251703,0.167024,-2.14328,-0.242615,1.78756,0.0568506,0.588165,0.590466,0.122935,-0.482514,-0.0744027,0.274931,0.848996,0.0909825,0.123877,0.396971,0.17531,1.1097,0.50037,1.06065,0.236388
LOPAC 01212,0.285672,0.0772737,1.76583,0.938407,-0.165868,0.172516,1.09185,1.18455,1.39904,1.17736,-0.546716,0.728772,-0.252943,-0.544435,0.140498,0.917297,0.0763597,0.743067,1.75838,1.56623,-0.130103,0.287859,0.33768,-0.0436735,0.21825,-0.583804,-0.78429
LOPAC 01213,-0.625349,0.321918,-2.01654,-0.0412357,-9.13313,-0.813651,-2.68799,-4.64517,-12.6017,-2.55071,3.04047,0.0770315,2.43073,-0.255563,0.138676,-7.526,-0.102589,-0.0247192,0.31377,-4.71677,0.262551,-0.0937705,0.0888442,0.505912,-0.295674,-4.25941,0.0203396
LOPAC 01214,-5.46709,2.56382,-1.63617,-1.18608,-0.316034,-0.814831,-7.48471,-3.54853,-18.2977,-3.94957,-2.68054,-0.582563,1.83502,0.0246611,0.25601,-6.07482,-1.32129,0.75894,-3.98882,-6.30635,-0.327626,-0.356947,-0.534589,0.565803,0.107281,-11.9259,0.524678
